X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
2.0599	0.5369	-1.0347	-1.9597	-0.7598	3.5952	-0.4265	-2.3701	-4.1964	-1.3753	-3.4190	-0.4988	0.9498	-0.2196	5.2218	2.5447	1.0570	8.4982	-3.4153	1.7656	-5.3847	-2.5479	3.4428	-1.8913	-1.0101	1.9317	-4.6256	-3.7352	-12.4046	6.4006	5.9513	-8.8976	-8.5305	-3.8976	-0.7408	4.5268	-7.3722	-12.3215	-11.4748	24.7562	-21.7445	-5.7069	0.7321	18.3865	12.8040	-11.1672	-3.5042	11.9955	10.5419	3.0472
-0.3648	0.6436	0.2733	2.6039	0.9878	-1.6402	0.0883	3.3887	6.0513	3.8624	6.7247	3.6593	-4.1547	1.9425	-6.1499	-0.8099	-0.4757	-14.3192	10.8005	2.3060	3.7902	5.1247	-6.4378	10.0059	7.6633	-2.4901	3.1291	-1.4168	15.9844	-13.8740	-7.5890	11.3000	13.1044	4.8393	-0.8285	1.5715	12.0895	8.0469	16.0473	-26.5952	23.1544	3.1343	-2.4099	-18.5323	-13.5909	8.0760	-1.8108	-25.8066	-7.7612	12.6712
2.2289	3.9639	0.9141	1.9806	2.8187	1.8800	-2.6555	3.1544	8.3191	6.9547	8.3605	2.5539	-5.9134	1.1043	-2.7657	-2.2223	3.6116	-9.7949	11.5951	9.6483	-1.7790	-2.2384	-4.7064	20.9953	16.4640	-2.2611	1.4807	-6.6971	12.0522	-20.9949	13.1130	-2.1936	12.2567	14.7103	11.3111	-1.8591	33.3306	-12.8967	-2.1288	23.0127	-5.0937	-5.8650	4.0357	18.4515	-21.0134	5.3942	-10.0169	0.8087	68.3221	50.9926
-0.7260	-1.6548	1.6666	-1.7782	0.4013	-0.2749	1.0305	-3.0514	-5.7609	-5.0163	-8.0296	-5.6181	6.6081	-2.8967	3.9960	-0.7261	0.9923	11.3862	-13.6682	-7.5499	3.0415	8.5417	8.3544	-20.6464	-22.6452	2.6462	-2.2922	7.8444	-3.1658	17.2330	-3.8078	-2.2123	-14.4983	-9.1092	-7.4431	-0.5839	-22.6524	14.0069	16.9068	-11.0720	16.9290	6.9292	-5.6390	-5.4662	2.1173	11.4510	16.9176	30.1896	-45.2708	-66.3202
0.5375	0.7289	0.1255	0.9399	-0.5470	-0.3710	0.1453	0.6038	2.0567	2.5587	2.8380	0.6135	-0.5900	-0.9415	-0.1348	0.1453	-0.6530	-2.4251	1.2946	1.1006	0.8700	-3.0206	-1.8275	4.1894	11.4094	-0.0479	5.3320	-1.3024	-0.8598	1.3848	-0.0484	1.9340	-0.1559	-4.1507	-2.5900	2.8906	0.2766	-7.0041	-10.1768	3.4181	-17.8921	4.7177	7.0545	-1.3482	13.0252	-25.7200	-13.6456	-24.3179	4.4283	33.2830
1.5320	0.5698	-1.1601	-0.6213	-2.0187	2.5291	0.6949	0.1670	-0.8357	0.8611	2.5479	4.6175	-3.6608	2.0507	-0.2622	3.2397	-0.0996	-5.5458	14.7409	8.0314	-9.1864	-7.3531	-2.8998	14.8710	2.0428	-2.3569	-6.5214	-9.0056	-2.8478	-22.5819	3.6341	-5.6073	7.5655	-7.5410	-5.5392	-5.2515	13.3505	-4.4594	-3.8585	22.2104	-8.4624	-21.9297	-5.7576	19.6686	-24.7886	8.7410	8.2588	18.0630	58.4467	6.7969
-2.7577	-2.2550	1.9848	-0.1447	1.8686	-3.3318	0.5080	-0.9609	-2.4798	-4.1265	-5.7478	-5.3061	5.7456	-1.7997	-0.1259	-2.5424	-0.2151	6.6711	-18.4084	-12.7635	11.2222	14.7931	4.8166	-24.4752	-18.9116	2.9040	3.3217	14.0680	5.8717	26.7980	-15.4623	7.3422	-6.8372	14.4529	7.4123	6.1087	-20.2435	21.8559	19.3114	-49.3846	42.8413	23.8819	-4.8465	-39.1426	18.0126	24.5405	9.3294	-9.2424	-103.6057	-49.6896
-3.1138	-2.8433	0.5809	-0.9358	-0.0250	-2.8129	1.5760	-1.8091	-4.5730	-5.6602	-7.0018	-4.7532	6.2427	-1.8225	1.9843	-1.1321	-2.0592	12.7874	-19.5185	-11.6388	5.5785	1.3274	4.2444	-21.4893	-8.8681	3.0342	3.8954	9.1209	-9.5410	29.1063	-4.2120	1.8042	-12.7851	1.4590	4.1179	2.5992	-23.6151	4.9282	-10.3941	-17.8559	-1.8926	15.5730	5.2381	-16.7457	31.8274	-11.0109	-2.3092	-5.9174	-59.1406	-24.6883
0.3526	-0.3715	-1.0432	-0.4459	-0.0499	1.0427	-0.0562	-0.8673	-2.4944	-1.6959	-3.0744	-0.8460	1.7684	0.2051	4.0297	1.2667	-0.5475	10.3283	-7.3502	-1.9562	-2.3731	-6.9020	1.5497	-5.1257	8.2059	1.8162	0.9671	-3.0584	-15.1101	14.7954	8.8223	-3.8046	-10.0411	-4.6133	2.4682	5.2773	-12.1763	-16.4555	-25.1646	20.8083	-37.0138	2.2928	10.6453	13.9875	29.2387	-31.3987	-16.5153	-7.6189	4.8401	23.7371
-0.3942	-0.0176	0.0132	-0.8974	0.6028	0.3678	-1.0798	-1.2120	-1.6101	-1.3368	-3.0465	-2.6449	1.9499	-0.6465	1.0781	-1.3237	0.6869	4.4968	-9.0604	-3.4527	3.2542	6.5027	3.0620	-8.8552	-7.8363	2.5135	-1.2631	5.7766	0.7840	11.7073	-4.1124	-0.8379	-2.5978	12.6466	8.7391	4.5963	-5.2774	4.5925	3.5686	-14.4722	16.9221	8.1064	-3.7915	-11.6867	11.2532	13.5404	2.5943	-3.6533	-44.3563	-13.0671
0.3998	1.8626	1.7889	2.8094	3.2511	-1.6896	-1.4065	1.5504	5.7911	4.2305	2.6861	-3.3240	1.3917	-2.2173	0.1411	-4.1572	1.1944	0.8295	-8.1677	-2.9851	9.2745	5.3321	0.7183	-4.6775	12.5383	1.7689	10.7037	3.9821	7.3465	14.0747	4.7654	6.1445	-5.8779	2.7925	3.0626	6.3476	-3.0444	-7.0050	0.7392	-6.0648	-9.0155	22.8472	13.7840	-8.0506	22.3499	-29.1197	-21.1517	-29.8938	-20.9115	30.4743
-1.1775	-2.3687	0.0270	-1.7608	-1.8757	-0.8322	2.0701	-1.9836	-4.9230	-4.6155	-4.8337	-1.2345	3.3439	-1.1049	1.5868	1.5290	-1.3596	5.3468	-2.3814	-2.9633	-2.8457	-2.3096	3.6322	-7.9970	-16.5483	-0.3861	-3.6577	2.5240	-6.0826	0.9732	-4.3085	-2.7517	-4.0771	-12.1856	-7.9533	-7.8674	-9.7400	12.0976	0.3952	-4.4060	6.9047	-7.9230	-7.2913	-0.1951	-10.3099	11.8334	19.6768	27.6342	-4.1401	-45.5830
-0.9423	0.6809	2.1268	0.9342	0.8665	-2.5017	-0.4692	-0.3186	1.8388	1.1685	-0.1956	-4.8724	3.3299	-3.8302	0.5874	-4.0385	-0.1365	2.8705	-14.3211	-6.5844	10.4921	6.7281	2.4124	-11.6843	2.5010	3.4093	10.6448	10.5695	4.3882	21.3680	-6.3596	3.0831	-5.5155	12.3695	7.6328	6.0482	-7.2398	1.8980	-1.3098	-20.2309	6.0571	25.9962	8.1282	-24.8567	28.5738	-11.9574	-12.4970	-34.1507	-57.0155	18.2012
2.0694	0.4057	-0.5341	-2.4333	-0.7490	3.8797	0.1383	-2.4262	-5.0074	-2.4714	-4.1788	-0.5211	1.3553	-0.1828	6.1013	2.8454	1.5040	10.4959	-1.3677	2.9501	-8.9939	-7.9218	3.6316	0.0327	-0.8820	0.9980	-5.9703	-6.5193	-16.5180	2.3055	11.5325	-11.2891	-9.3441	-9.3085	-1.7120	0.9870	-6.0131	-13.7074	-20.3296	37.4957	-34.6717	-12.7554	2.4903	31.0173	7.4101	-13.0993	-1.4838	23.7309	35.1042	6.9633
0.2920	1.2968	0.6746	1.8067	0.3481	-0.7638	-0.5299	3.2940	6.9080	4.9510	8.7637	5.1525	-6.9137	2.3220	-7.4382	-0.3803	0.9037	-18.8728	17.4050	6.9548	0.9763	3.2652	-9.2049	19.0122	11.9033	-4.4773	1.6925	-4.9076	18.8825	-24.8773	-5.2258	9.6834	17.4905	5.2230	-1.9564	-0.1385	21.0552	6.3258	17.8639	-17.7398	20.8038	-4.1898	-3.1646	-10.7594	-24.2643	10.0521	-2.9403	-22.3227	17.1258	25.0193
-0.6323	-1.3080	-1.0000	-2.4407	0.6031	1.7528	-0.1956	-3.5233	-6.8091	-5.0686	-9.5310	-5.5217	6.8131	-1.7530	5.3350	-0.2098	0.1170	17.0389	-19.1230	-7.5832	-0.2486	4.4660	9.6046	-20.1071	-20.0230	4.8744	-5.7863	6.6288	-12.1192	24.7659	1.0364	-7.9690	-14.1995	6.4996	7.8732	3.8109	-18.4666	0.8370	-2.1049	1.7829	6.7261	4.4949	-5.2346	1.5638	17.9272	14.5264	10.3138	28.9392	-41.8465	-46.4287
1.2073	1.2799	0.0336	0.2936	0.3486	1.4832	-1.0629	-0.2733	0.4707	1.4495	0.0062	-0.8576	0.3866	-0.4657	2.3195	-0.5856	0.9146	3.2382	-3.9170	0.3119	1.5873	2.0082	0.6113	-2.1185	8.2963	2.4073	2.5859	-1.1090	-2.3485	8.5769	3.7254	-0.2895	-5.7049	-0.8665	0.7488	8.4856	-6.6615	-10.1442	-6.1976	4.7111	-14.4457	8.3037	6.6263	1.9670	21.0077	-22.3062	-15.2650	-20.4013	-14.7921	23.3767
-0.8826	0.5711	1.6945	2.0816	1.5971	-2.3402	-0.2328	1.6851	4.4161	2.7093	3.2602	-0.7727	-0.3629	-0.8125	-3.5766	-2.9769	0.3728	-6.6006	0.0299	-1.5617	6.8048	6.7315	-1.6475	-0.0267	1.0521	-0.5308	5.4261	4.3979	13.6034	-1.4310	-5.0658	7.2338	4.6272	6.2490	1.8209	0.0041	5.7040	9.4787	14.2749	-23.2076	22.0072	10.9066	0.2978	-18.3693	-5.8465	6.7384	-0.2397	-15.9899	-20.9713	0.5780
1.1178	0.2827	-0.2150	-2.0203	0.2585	2.5417	-0.5508	-1.5671	-2.7399	-1.8114	-2.7358	-0.6565	0.1561	-0.1355	2.9356	1.3282	2.0331	6.5460	-0.9807	2.5440	-6.3586	-5.0411	2.3190	1.7011	-2.1600	-0.0986	-4.9832	-4.1118	-8.7002	-0.8191	9.1655	-8.5654	-3.8767	0.9486	3.9039	-1.3223	2.2768	-7.9204	-12.2906	26.1338	-17.4055	-10.1750	0.0225	22.3217	-1.3236	2.3351	1.5857	23.7172	30.2806	3.9891
0.8245	0.1401	-0.6942	-0.0888	-0.8991	1.0325	0.6835	0.7372	0.9443	1.1322	2.7503	3.2357	-2.9996	1.2684	-1.9162	1.9866	-0.2995	-6.3895	10.1547	4.3072	-3.6351	-1.4283	-3.7289	9.2251	5.3760	-1.8639	-1.5875	-6.3413	2.0584	-12.6822	-0.2968	2.2855	4.2239	-9.0254	-8.3398	0.3326	3.5600	-1.6122	4.2468	4.3681	-5.3243	-8.0051	-1.5514	5.8540	-9.9608	-7.1491	-1.1512	-3.4101	21.3602	7.6638
-0.0970	-0.4765	0.0090	-1.7251	-1.2634	0.9792	0.0382	-0.9207	-1.8498	-1.3506	-0.5942	1.3071	-1.7014	0.6291	-1.4073	1.1594	0.7833	-2.9829	4.5311	2.5005	-3.2236	1.5846	-1.1410	3.7001	-7.2974	-1.2423	-5.0940	-1.2661	2.6699	-9.4750	-3.9385	-2.6102	5.1153	5.0519	0.9447	-2.0556	5.8552	6.9619	8.4017	-3.3555	17.2315	-9.1405	-8.8547	-0.8455	-16.1386	24.2632	11.4730	13.4637	2.8794	-15.9178
1.4199	0.4681	-0.5954	0.1685	-0.5836	0.8042	0.0066	0.5202	1.3269	1.6252	2.2655	1.7139	-1.7748	-0.1807	0.5748	1.5821	0.1412	-2.1044	6.3970	3.8681	-3.1558	-5.0739	-1.9136	7.4794	11.3090	-1.4469	1.8814	-6.4455	-3.1543	-5.3292	5.0872	0.1126	-1.0795	-12.3324	-8.5738	0.6166	-0.0079	-10.5547	-6.3161	18.9678	-26.5223	-3.5012	6.3034	14.1081	2.4752	-25.3840	-11.0805	-6.6501	32.1982	26.8576
0.1524	0.4977	-0.2720	1.3483	-0.2656	-0.5482	0.1259	0.8656	2.1238	1.9530	2.1174	0.2370	0.0646	-0.1511	-1.1348	-0.9534	-1.0036	-4.2133	1.4078	0.0010	2.3560	3.1938	0.4018	1.1277	-1.7200	0.5571	1.2825	2.3533	5.7932	-2.7042	-4.6608	2.4145	4.3714	1.8444	-0.2836	-0.5133	4.2209	3.6948	7.2308	-12.6541	15.6918	2.5750	-3.1335	-10.7345	-5.5748	7.7207	4.1792	-5.5308	-7.7574	-5.8907
1.4991	0.9940	-1.1974	0.3290	-1.3150	1.9001	0.6639	0.6537	0.5194	1.7680	2.8060	3.3630	-2.2480	1.4775	0.5653	2.2036	-0.6992	-3.6297	10.7430	6.0424	-6.2716	-6.7933	-1.5283	11.3049	3.9367	-0.9452	-3.4833	-6.4428	-2.8999	-15.9902	4.4353	-4.3209	5.5914	-6.6932	-3.3933	-4.2875	11.3429	-6.6648	-7.5620	20.2297	-11.9280	-14.6966	-2.2559	16.4463	-15.9893	0.0295	4.2208	10.1415	49.5132	12.0336
0.5406	-0.3660	-0.4766	-2.8302	-1.4899	2.9190	0.1553	-2.3896	-5.4685	-3.5528	-4.1666	-0.0334	0.7242	0.6385	2.1076	1.9703	1.0617	3.6287	-0.6541	0.9937	-4.7317	3.4048	2.7364	-3.0472	-15.7540	1.3495	-9.2653	0.2259	-3.5914	-2.3475	-4.2425	-7.1082	0.2928	6.8340	3.4233	1.0625	-1.5055	6.7877	6.5279	-1.2074	19.7196	-10.2952	-12.8274	1.7060	-9.6412	33.0121	17.5330	23.9378	-14.5575	-32.5717
0.7621	-0.1901	-0.7229	-1.4418	-0.2311	2.0264	-0.1290	-0.1664	-2.1013	-1.8602	-1.1410	2.0208	-1.6113	2.1008	0.8403	2.2313	0.7531	0.5507	2.9872	1.5731	-3.6904	-0.4228	-1.9974	1.9854	2.4204	-0.5290	-4.5710	-4.7681	-4.6142	-0.8365	0.6350	0.0852	0.0527	0.2655	-0.0636	5.6152	-4.5008	-3.3183	-1.8254	5.4587	-8.2359	-5.4190	-0.8850	7.2587	5.2696	-1.6943	-3.6839	-2.1675	-3.6105	5.9062
0.6742	0.5936	-0.4479	-1.2401	-0.6758	2.2053	-0.5144	-0.8880	-1.5098	-0.2160	-0.2700	1.3839	-1.5906	1.2754	-0.0001	0.9481	0.9648	-1.3515	2.6054	2.7825	-2.5497	2.3254	-1.0577	3.5245	-1.8100	0.1800	-5.0481	-2.1130	0.4649	-4.9958	-0.0716	-2.8016	1.7892	4.1186	1.1723	2.5933	2.9519	-0.9072	6.1450	3.8711	6.5101	-6.3456	-4.9901	4.1540	-5.2181	9.6296	2.7799	6.5085	1.4867	-5.8426
-0.0614	-0.5659	-1.6478	0.6664	-1.0726	-0.3010	0.5420	1.2066	0.8963	0.4481	2.0184	2.7245	-2.0652	1.7800	-1.9535	1.3070	-1.6615	-5.6519	8.6609	2.5185	-2.7506	-3.7674	-2.7829	7.0611	5.3716	-1.8256	-1.4764	-4.5588	-0.2612	-10.1356	0.1813	3.8470	4.3835	-10.9444	-8.5843	-2.1702	0.5915	-1.8835	2.8381	3.2005	-7.0384	-7.7741	-0.2092	5.0433	-8.4312	-7.3998	-0.8255	-1.9616	20.6709	3.5627
0.6110	-0.8933	-0.6050	-2.8167	-1.1852	1.9344	0.1733	-1.2628	-2.6862	-1.9348	-0.8454	1.8232	-2.3306	0.3793	-0.4528	3.2561	1.5395	-0.2749	6.8913	4.3346	-7.1174	-2.2665	-0.9332	6.2056	-6.1181	-1.9915	-5.7709	-5.6669	-1.6099	-12.1838	0.1369	-5.9187	3.2303	1.0852	0.0716	-3.7905	7.5199	2.1753	-1.3061	11.1388	2.3352	-13.9313	-8.2635	11.4544	-17.5517	18.1676	10.8114	20.5148	24.8505	-7.0465
-0.4840	-0.0493	1.5888	1.4492	0.7713	-2.1853	1.2387	1.4556	2.5067	0.7212	1.9476	-0.1620	0.3709	-0.5335	-1.3153	-0.9372	-0.7698	-3.4094	-1.9658	-3.8677	6.8655	5.2059	-2.1326	-4.7087	4.6292	0.1176	7.0780	3.2836	6.0895	7.1450	-6.5187	8.2671	-0.7658	-1.3460	-3.8753	3.9396	-6.6683	4.5688	8.3787	-19.3062	5.1580	14.7116	5.5718	-17.8942	10.0808	-12.6195	-7.2317	-24.9613	-30.0427	4.1812
-1.5873	-1.6931	1.3630	-0.0587	-0.1328	-3.1572	1.5924	0.4168	0.5448	-1.6792	-0.2161	-0.9380	0.9903	-1.3994	-1.9636	-0.4998	-0.8592	-1.1821	-1.0524	-3.4364	2.2297	-1.3093	-0.5972	-3.3590	-3.9525	-2.0523	4.1936	3.2221	2.6195	0.9835	-5.1248	4.1613	1.0409	-3.6674	-3.3721	-5.9316	-1.9614	10.6016	0.8955	-13.7818	6.3395	3.1686	0.8175	-10.6868	-4.8721	1.9335	5.6992	1.8634	-5.5332	-12.2791
-0.1513	1.6155	-0.2787	1.1109	0.5551	-0.1548	-1.9774	1.2359	3.6787	3.7490	4.4426	1.2120	-2.9941	0.6194	-2.6690	-1.4291	0.4192	-5.7973	3.2430	3.6579	0.6533	-3.0498	-3.4183	10.9401	11.4650	-0.9089	1.7849	-0.3936	4.4613	-6.7298	4.2636	-1.0631	7.1473	13.0095	9.1108	-0.9399	17.2603	-8.5300	-5.2073	7.5581	-2.6356	-1.0316	3.1782	2.2952	-2.0615	0.7468	-10.2581	-10.3604	25.2171	35.3099
-1.7867	-3.7574	-1.0207	-2.1560	-2.2254	-2.1866	2.9817	-1.2610	-4.4873	-5.7275	-4.2355	-0.1296	2.0081	-0.6254	-0.3036	2.8122	-2.5209	3.0678	2.7620	-2.7697	-4.1520	-6.2701	0.9884	-5.6462	-10.7892	-2.4856	-2.1258	-1.4069	-7.4399	-3.2400	-2.7702	1.4504	-4.2670	-24.1186	-16.9791	-10.9840	-14.0577	10.4688	1.6848	2.0347	-8.2222	-9.8003	-3.3223	6.1636	-13.3172	-3.0391	15.6594	25.9665	12.5598	-40.2848
-3.9727	-2.8641	2.6977	0.0109	0.8901	-6.1326	2.0077	-0.9314	-0.5822	-3.9442	-4.2496	-6.5136	6.0701	-4.7260	-1.6946	-3.7019	-1.9641	6.3498	-22.3398	-15.1660	15.0077	11.0295	2.8591	-26.0562	-10.4463	2.7965	13.1209	16.5126	5.5827	33.6182	-17.2854	9.4681	-8.9576	12.4010	6.0545	3.6800	-21.4870	18.7044	6.1247	-52.7431	28.0480	35.2712	5.2424	-49.2095	33.2894	-1.0114	-1.9339	-32.9869	-105.8525	-23.4220
-3.7557	-1.6763	1.5502	1.2835	1.3961	-5.2220	0.1306	0.9265	2.4344	-0.8420	-0.4693	-3.2102	2.1564	-1.7623	-3.4868	-4.0043	-1.2770	2.2409	-12.0929	-7.9553	8.6687	-1.0232	-1.5538	-8.7582	6.0574	-0.3276	10.1177	7.8308	2.5856	17.0256	-0.8796	6.9106	-2.5577	9.5370	8.8489	-1.3338	-4.3746	2.9244	-9.1489	-19.7860	-0.6447	18.2817	11.6817	-20.0105	21.1114	-13.3936	-13.3482	-22.9532	-29.8879	14.0457
-1.6777	-0.2228	1.5009	2.0815	1.3256	-3.4044	-0.1340	2.7905	5.1582	1.9750	4.4026	0.6764	-2.0468	0.1691	-3.7781	-2.3203	0.1688	-4.2057	3.0004	0.2374	2.7680	-6.6589	-5.2300	6.8412	16.3618	-3.0688	8.4338	-2.3783	4.5114	-4.6083	8.9560	4.7922	2.8922	-1.7843	1.4582	-5.5876	9.8305	-6.3656	-10.2199	8.0616	-19.0945	4.2018	13.4660	4.9621	-1.8913	-21.0191	-15.6492	-12.3292	39.1433	35.9654
2.1630	4.0325	1.1739	2.3658	2.3940	1.8629	-2.6969	1.9964	6.5818	6.5416	6.1826	0.4118	-2.8359	0.1681	0.5203	-2.7987	3.0221	-2.8932	3.3217	6.7556	0.0310	-3.3698	-1.8401	13.8597	18.6058	0.0090	3.7576	-4.4875	4.8663	-7.6916	17.1211	-4.5823	2.9309	8.9401	9.6561	0.9800	22.1786	-20.6147	-10.2361	31.1468	-21.2923	0.3367	10.9853	21.6423	-1.9300	-15.8170	-18.8305	-3.0915	60.3549	53.0754
0.8928	-0.4315	-1.2911	-2.1076	-0.4812	3.2263	-0.4051	-1.3785	-4.2297	-2.5429	-3.0230	1.7781	-1.3465	2.5304	0.8644	2.6746	1.6245	1.0062	7.5474	4.6929	-9.3563	-2.1956	1.2771	5.4540	-10.9780	-1.7020	-12.9814	-6.1391	-4.6245	-14.4406	4.9622	-6.3925	1.9724	-4.7638	-2.8697	-4.1250	3.4468	2.7422	6.6420	17.5291	4.0946	-23.1231	-11.6490	22.7053	-25.7378	25.2705	17.5564	41.1874	32.3547	-31.1077
2.1853	3.8790	0.0517	3.2961	0.8742	1.1744	-1.5076	3.5713	8.3179	7.6472	9.4099	3.8613	-5.3992	1.7872	-2.7556	-1.7682	0.5702	-13.5526	12.4998	7.7476	1.9432	0.8953	-6.0539	17.8738	20.9985	-0.5899	4.1039	-4.8144	12.1662	-16.2695	4.3637	4.8115	11.4622	3.8007	0.6980	4.0448	20.0531	-11.7597	4.6886	6.2541	-4.9268	1.6489	5.6578	2.8822	-6.6670	-14.8493	-16.2961	-28.3054	33.1534	50.2558
