X0	X1	X2	X3	X4
3.2989	2.4049	-4.1135	3.1099	0.7517
-0.0951	2.0586	-1.4662	-1.3774	-0.5642
-2.3040	-1.6839	2.3612	-0.4941	-2.0599
0.3618	1.0242	0.2294	-1.4023	1.2309
0.1764	-0.2341	-0.9358	1.0056	1.0719
0.3505	3.9782	-0.7803	-2.0368	-1.3532
-0.3241	-2.0331	0.6908	1.3926	1.1776
0.4598	-1.7980	-2.2914	4.3674	0.4369
2.3463	1.1404	1.0428	-2.5169	0.5898
2.4449	2.6088	-2.0156	-0.8703	-1.9838
-0.2327	0.0878	-1.4527	0.9406	0.3686
-0.1543	-2.2306	-1.1428	1.6986	2.4618
-0.9304	-1.5396	-3.0058	4.7997	0.5760
0.1309	1.1880	-1.8997	1.4126	1.1297
2.7891	-0.4213	0.6691	-0.1295	0.2908
1.2859	-2.8132	-0.2421	1.8682	1.4944
-0.7379	1.6850	1.7819	-5.2377	-4.2818
1.3313	-0.5792	-2.7141	2.7920	0.6956
-2.0008	0.1954	0.4850	0.6179	1.4473
0.2425	-0.6949	-1.6241	2.9654	3.1964
-1.1452	-1.0310	0.6659	-0.0889	-2.2812
0.2186	-1.3616	-0.6363	2.7135	0.9696
-0.9133	1.3827	0.3846	-3.1077	-3.5624
0.5514	1.5051	-1.9759	-0.5221	-0.0062
-0.2263	0.8341	1.5981	-2.9192	-2.8483
-1.8652	-3.6668	-0.0661	4.2107	0.0947
-0.7560	2.5748	0.8416	-2.4683	-0.5521
0.1469	-3.8363	1.9214	0.5150	-1.9218
-0.8208	-1.1200	1.3767	0.1791	-3.0066
2.2772	3.0697	2.5833	-5.7535	-4.0211
1.5646	-0.2724	-3.0654	4.0444	3.0457
-1.4129	2.5664	1.7749	-3.8438	-0.8755
-0.7488	1.2533	0.5697	-1.6970	-3.3039
-0.4201	-0.7802	2.3700	-0.8255	-0.7671
1.5250	3.9761	-1.3549	-1.0685	0.5938
-0.7788	-2.7860	0.7959	2.3662	3.3109
1.1472	2.6014	-0.5662	-1.3302	-1.0607
2.0738	2.6114	-3.3153	0.1925	2.4252
-1.5095	-2.8364	1.2671	1.3315	1.1613
-0.4851	-0.5406	-1.7506	1.9476	1.3525
0.4985	2.6623	-0.7462	-2.4810	-0.4426
-1.0638	-4.0352	0.3865	1.9904	-0.9377
1.2366	1.2493	-0.6354	-1.4286	-1.1738
0.6032	1.1766	0.7374	-0.3990	-0.2975
0.0988	-0.2590	-0.3095	0.4095	0.4145
0.8545	-0.4508	-2.1641	4.3947	2.7435
-0.5295	0.2481	0.3194	0.7841	2.1665
-1.8490	-3.0259	3.5077	-1.4607	-3.3105
-2.2484	-1.2707	0.3321	-0.0062	1.2765
0.0275	-0.8614	-0.6167	1.2145	1.5398
-0.8900	-3.0622	-1.4870	3.7797	0.7368
0.2976	2.0089	-1.5878	-1.0568	0.9797
-0.0215	1.3283	1.1440	-6.3927	-3.2566
-0.5634	0.1843	1.4905	-2.2376	-0.5986
-0.4349	-0.8983	2.4848	-0.7248	-0.4593
1.2294	-1.2536	-1.7324	4.2621	1.5497
-0.0039	-0.4213	0.0970	-0.1561	-0.1619
0.7794	-0.7615	0.9552	1.5036	1.3465
2.4348	2.1517	-1.7312	0.0823	1.5447
0.1132	-0.3593	1.7585	-1.4134	-1.0677
0.7169	1.7803	-0.3241	-2.0503	-0.2347
0.2433	0.1898	0.2152	1.0399	0.2299
1.2781	4.1520	-1.0958	-2.1855	-1.4903
-2.3954	-4.9133	2.0799	2.2131	2.0218
-0.3466	-0.1939	0.8408	1.1004	-0.9655
1.4255	1.1118	0.1197	-1.6181	-1.3412
-1.7489	1.3308	-1.7112	0.4211	1.2961
1.7984	-1.0700	-0.7960	2.9700	2.9279
1.2818	1.0955	0.6152	-1.5040	-0.5885
1.6283	2.5677	-0.5198	-2.4522	-3.3653
-0.1641	0.2254	0.6878	-2.1694	-3.6861
3.1125	1.9266	-1.1923	-0.1012	-1.5875
-0.6642	-3.5945	-2.0207	4.7681	3.4688
1.4662	0.7214	-1.2120	0.7944	-0.8779
1.0250	-1.7184	-0.6496	-0.5252	-1.2239
-0.3937	-0.2051	0.1925	1.1350	4.1475
0.7640	1.5374	-3.3261	2.6285	1.8860
-0.9586	-1.6076	0.2345	1.8164	1.2311
0.6782	0.0542	-0.9227	0.5455	-0.6677
0.6331	-2.0246	-1.5694	4.2370	-0.1217
-1.8218	0.6544	-0.5509	1.1201	-1.4061
-0.4277	0.8628	0.9203	0.2089	0.3908
-1.7634	-1.6419	-0.0232	-0.0128	0.2590
-0.8792	0.0954	0.7071	-0.9893	-0.9370
-1.2092	1.9051	1.0160	-1.5412	-0.5120
-2.1967	0.2279	2.5145	-2.1755	-2.2097
-0.9210	2.8131	0.5281	-3.9934	-1.6057
1.6781	0.6303	0.2691	0.0951	1.5397
1.2625	0.2523	-1.6061	0.5361	-0.0138
0.8218	-2.4526	-0.6412	2.1700	2.4878
1.4435	1.5926	-2.5922	2.5912	2.2282
0.3193	1.2381	-0.2427	-0.3348	-1.9417
1.3253	0.3507	-0.2087	-0.4060	-2.3316
2.0146	1.1507	-1.6628	1.6079	0.9284
0.1643	-2.3760	-0.2994	2.6158	4.4397
-1.0479	-0.3682	0.6986	-0.2958	1.9165
1.6091	0.8236	-1.3560	0.3534	-0.7047
0.7380	2.5568	-2.7816	1.4476	-0.3928
1.2958	-1.9418	-0.6332	1.3770	-0.1590
-2.7619	-4.2606	2.5779	2.9712	3.1884
-0.2260	2.5535	-0.2435	-2.5002	-3.5706
0.2939	2.4793	-0.3457	-1.6968	-1.9556
0.6903	-0.6994	1.0202	-0.9875	-0.8141
-2.7779	-2.8550	2.2588	-0.3282	0.4743
2.6462	3.8298	-0.1151	-3.5619	-2.6073
-0.1277	-2.1293	-1.6436	3.8512	2.2019
-0.1544	2.0565	0.2421	-2.0009	0.4313
0.1971	0.2957	-1.2828	1.4968	3.2584
-0.1163	-0.8176	0.4172	0.8704	-1.7700
1.7011	2.5820	-3.6260	2.3936	2.3117
2.1263	2.9458	-2.7802	1.9027	0.5716
-1.3972	-0.0503	1.2717	-0.3428	-2.5178
-0.8354	-3.9732	-0.5823	3.7214	0.4821
2.5283	2.5343	-1.1746	-0.5900	1.6831
-0.3911	-1.8166	-0.6506	3.4273	2.4621
-0.8594	0.6386	0.5450	-0.1833	-0.2651
0.0562	0.7470	-0.6902	1.7171	-1.0696
-1.6373	-2.9630	-0.8789	5.6658	1.2325
-0.2032	-0.9038	-0.4108	0.4154	0.8772
-1.6816	-2.7374	2.5103	1.4578	2.1623
-0.1591	-1.1080	2.1899	-1.3296	-0.2640
0.2439	-0.4373	-1.1883	1.7221	3.2398
-2.0005	-2.3219	-0.8185	4.9066	5.9433
2.6173	3.0024	-2.0036	-0.4817	-1.7752
0.5267	1.5347	-2.6297	0.6149	0.4924
-1.2428	4.0595	0.6223	-5.2654	-4.6062
0.5326	-2.7831	-1.0844	4.1421	2.4484
0.8823	-0.7527	1.1739	-1.6470	-0.9506
0.4187	-0.3019	-0.5806	-0.0722	-1.7113
-0.0329	-1.4672	-0.6079	1.4797	2.5796
1.3684	2.8195	-0.6662	-2.2905	-0.9509
2.2023	1.9847	-0.8581	-0.6662	-0.8272
-0.1750	1.2143	-1.9337	0.3275	-0.9411
0.2865	0.2249	0.1615	-0.3858	1.3623
-0.0911	-0.6041	0.7105	-0.3362	-1.3407
0.1001	-1.3335	0.1821	1.8000	-0.5240
4.4853	2.8062	-1.9042	-1.6182	-2.3868
-0.0253	1.3328	-0.5750	0.2941	1.3172
-0.0958	-0.7351	0.2041	-0.1079	0.0863
-1.3685	-2.2524	2.8704	-0.2010	-0.4186
-1.1395	-1.8748	-0.2023	1.9368	0.1492
-1.5008	-0.5444	-0.9735	0.6253	-0.2969
-0.9711	-1.8681	0.4793	-0.5836	0.2197
0.9966	0.7248	1.5432	-2.8033	-3.4275
0.7617	-0.5498	-2.1977	1.8528	1.0224
1.8498	1.4869	-0.2239	0.6621	-0.2274
-1.3349	-2.9597	1.1292	0.9403	0.5653
-1.0893	-2.9600	2.2590	0.3306	1.9533
-1.5622	-0.2238	-0.0370	1.0303	-0.5350
-0.1181	3.1415	-1.9878	0.9434	0.1088
2.3324	4.2924	-0.0351	-2.9965	-3.0622
0.3835	0.8997	-0.6068	-1.2625	0.9101
1.0216	1.3764	-0.6643	0.5533	-0.7023
0.2497	-0.2371	2.0257	-2.8236	-0.2635
0.6407	0.2710	-0.5846	-0.5461	1.4664
-0.6932	2.2878	1.1214	-4.0240	-1.9564
0.2165	-0.3284	-1.9993	2.3307	2.0411
-1.1425	-2.4851	1.5923	0.5993	0.0713
1.2862	-2.6081	-0.7609	2.5883	1.8232
-1.9269	-1.4621	1.0541	1.0327	-1.7382
0.8487	0.6429	0.7067	-1.1759	1.1765
-0.5813	-4.0326	-0.2347	3.3185	3.6959
-0.9132	-1.2531	-0.1052	0.7986	-0.3877
1.8500	2.0954	0.4193	-3.1112	-0.2237
0.7454	5.1596	-1.2976	-2.9070	1.8351
2.8496	3.0766	-2.6780	2.3142	0.0388
-0.8487	-4.0468	-0.8033	6.0938	0.3723
0.5243	-1.8495	1.5700	-1.0380	1.1893
1.5664	0.8302	-3.0000	1.3471	2.5423
1.4371	0.4425	-3.1701	3.3201	2.7408
-2.6429	-1.9184	0.5092	0.4201	2.3825
-0.2950	0.3795	0.3714	-0.6104	-0.2282
1.2079	1.8251	-1.4403	0.7859	1.0277
-0.2733	0.1632	-0.4753	-0.0623	-2.0141
-1.2211	-1.7793	2.8560	-0.7025	0.4582
1.9454	1.1722	-1.5796	2.4224	2.8878
-0.1378	-0.5392	-2.0027	3.4906	2.0227
-0.2994	0.4627	-0.0649	0.1798	-1.9014
0.5462	1.5441	0.2226	-2.8482	-1.1183
0.9501	2.4726	-2.5167	0.9259	1.5280
0.0847	1.0470	-0.6167	-0.9507	-1.4709
-0.4734	-0.0339	-0.3872	-0.4405	-0.5152
-2.4384	-0.1248	0.6414	0.5244	-0.4536
1.5765	2.7240	-0.8474	-1.2189	-0.1579
-2.6952	-6.6226	1.2815	4.2964	1.8657
-0.4527	-0.5753	0.3312	-0.1546	-1.9904
0.1418	1.5021	-0.2729	0.3911	0.3869
1.4012	-1.3314	-2.6289	3.9235	0.6535
-1.4496	0.2048	1.0483	-0.5824	0.0936
-0.5232	-4.4782	2.0287	1.4455	2.2035
-1.6140	-0.7178	3.0083	-0.8154	-1.7445
-0.7988	-1.0795	-0.4137	1.0500	2.0605
0.8084	-0.2843	-2.2252	3.9505	1.2947
0.3282	-0.3133	0.3227	1.6740	1.3146
1.3938	-1.0793	-1.9324	5.0084	1.7142
-0.5441	1.9211	0.7128	-3.0202	-0.4820
-0.3745	-0.6677	0.9887	0.4189	-2.4881
-0.4591	-3.1226	0.5639	1.8987	4.5088
-2.0388	0.2710	2.4104	-2.0681	-0.0639
-2.6056	-0.7836	1.9544	-0.5374	-2.7529
4.3080	2.2890	-3.2864	1.1030	2.7767
-2.5158	-1.5878	1.8679	-1.7048	-0.0553
-0.2762	0.0317	0.3864	-0.7529	-1.4748
2.3616	0.8939	-1.3537	-0.5067	0.2569
-0.4270	-1.7407	1.1566	0.2239	0.7397
0.4539	-3.0217	2.9156	-0.0543	-0.4623
-0.4216	0.2111	0.1637	-0.5782	-3.4874
1.2964	-1.1960	-0.9090	2.2998	1.6985
-1.2115	-2.3374	0.3970	2.3621	-0.6443
2.0365	3.7144	1.4781	-2.6187	-1.4212
1.8175	-0.6690	0.3036	0.7753	-0.7950
-1.6127	-0.2184	0.1252	0.9227	1.0462
-1.0197	-0.5621	0.9894	-1.3972	1.8449
0.0079	0.2924	1.6837	-1.2048	0.6514
0.2922	-1.5680	1.0323	-0.1798	0.5471
-0.3224	-0.7410	0.7745	1.2903	-1.7437
0.9625	0.2974	0.0157	0.1917	-1.8132
-1.2483	-1.4286	0.4771	-0.0275	-0.4947
2.3184	1.5862	-0.3061	-1.6241	-2.0325
-0.3938	0.4448	-1.3864	2.7533	2.3395
1.6633	0.3366	-2.0530	1.9077	0.7612
-0.6333	-4.3140	0.3328	4.4959	2.6216
-0.7202	-4.2795	0.7554	2.9449	1.8161
-1.3682	-2.3256	-1.1569	2.2475	-1.5260
0.1585	-0.1470	1.0217	-0.4748	-1.3955
0.3106	-0.8075	0.7498	0.0025	-0.0694
1.3309	1.2786	0.5972	-4.7364	-4.7581
-2.9290	-5.7771	2.3193	4.1589	1.3183
1.6342	-0.3294	-1.8668	2.0070	-2.0049
1.4964	3.8127	0.2237	-3.5790	-3.5574
-0.7712	-0.2738	-0.7842	2.1362	0.6805
0.2045	-1.4120	-1.2628	1.2044	-0.8350
-3.7413	-1.0306	1.0116	-0.8551	-1.4964
-2.4669	-0.9530	0.9551	-1.3832	-1.3739
1.3471	-0.2891	-1.6167	2.3193	2.1236
0.7849	1.6485	-2.5479	0.1621	1.0039
2.6775	2.3691	-1.9959	-1.3864	-0.7535
-1.1286	-0.3843	2.0624	-2.3921	-2.0680
-3.5623	-4.3790	0.2029	2.1408	1.8292
-1.4430	-2.6468	-1.9990	5.5507	2.1728
-0.3981	-2.4696	-1.4099	4.5839	3.1405
-0.6733	0.3305	-0.0749	1.6018	1.1625
-1.0991	-1.8050	1.5341	-2.6070	-0.8652
0.2462	3.2644	2.1103	-4.7098	-1.1722
-0.2305	0.3427	0.8048	-1.3291	0.2092
-2.9846	-3.4788	1.2336	1.1438	0.3252
-2.1723	-1.9643	1.4396	0.2345	0.5096
-0.4938	-0.1022	1.4832	-2.5525	0.5564
-0.5980	0.4501	-0.5574	-0.1566	-2.1237
-1.3721	-2.4757	2.0019	-0.0355	0.7702
-0.0950	2.1837	-0.4700	-2.9374	-4.1909
-0.1399	0.6485	0.2220	-3.3890	-3.1919
-0.7966	2.6223	2.5867	-5.2867	-2.2754
1.2587	2.1799	-0.3928	-2.0503	-1.7035
2.3274	4.3862	-0.8888	-1.9728	-1.0475
-0.4312	0.4096	0.7217	-0.5167	0.7530
-1.9896	-1.7105	3.1877	-2.2043	-0.1915
0.5466	2.1952	1.2914	-3.8004	-5.2245
-0.0350	0.9770	-0.1682	-1.4779	1.0800
-2.7168	-3.1020	2.9648	-0.8039	-1.3273
2.5092	4.1058	-1.9143	-0.5940	2.1817
-0.5422	-2.0676	1.5462	-0.4207	-2.2897
-1.1674	0.2045	0.5363	-0.8842	-0.5134
0.4901	-0.3653	0.4700	0.4068	-2.3788
-0.3711	-3.7828	1.8513	2.3238	2.7330
-0.3872	-4.3004	0.0582	5.0668	2.3996
-1.1575	-0.1964	1.4364	-3.4945	0.8843
0.0015	-0.5986	2.3620	-2.0364	-0.4973
-0.1758	-0.6516	0.6943	-0.0495	3.1182
3.8950	3.9059	-2.2166	-0.1221	-3.4084
3.2295	0.4054	-1.9863	2.6147	1.1168
-1.2265	-2.2496	-0.2595	2.9901	3.7200
1.3504	0.5235	-2.8427	2.3388	1.5170
-0.8966	-1.0602	1.4316	0.4115	0.2122
1.2345	-0.0053	-0.7311	1.0807	0.9827
0.6959	1.0917	-1.3062	-0.8041	-1.5169
1.2603	0.1541	0.8692	-2.5952	1.0962
2.8080	1.5169	-0.0189	-3.4261	-3.5408
-1.2473	-2.8648	0.2004	4.0040	4.3788
-0.5723	-1.6015	-2.6419	5.4422	4.2033
2.4298	-0.3920	0.2283	-1.8292	-1.3470
0.1334	0.8882	0.1800	-1.8464	-1.9517
1.4295	-0.8258	-1.1819	-0.5851	0.6895
0.1934	-0.2205	-1.5275	5.4286	2.7241
0.0703	0.3550	-1.9680	0.8280	-0.3803
-1.2148	-0.3573	2.6290	-1.8177	-1.8993
-0.3247	0.4898	-0.6105	1.1170	0.5376
0.9340	1.9028	-0.0803	1.0910	-0.8932
1.2865	3.2626	-0.3787	-2.0065	-0.5577
1.5002	1.6527	0.0418	-0.8276	-1.5616
-2.2997	-1.3724	2.8490	-2.5063	-1.5494
-1.0537	-0.8281	0.2258	-0.3947	1.7535
1.2580	-0.7039	-2.7527	3.5099	3.2447
0.4236	1.5250	-1.2203	-0.4235	0.0260
0.5373	2.3173	1.7624	-4.0688	-3.8282
-1.3178	1.5070	2.6028	-6.0681	-0.6912
0.0157	0.3457	0.1622	0.1344	0.4955
-0.4867	-0.3533	-1.4498	1.1478	2.2285
0.8075	-0.0786	-0.1504	0.6748	-0.2898
0.4661	1.5951	-0.9651	-0.7574	0.7573
-0.1896	-4.2016	1.0334	1.3469	-1.0075
1.7934	2.6635	-0.0621	-3.2073	-2.6341
0.9471	0.9409	-0.1920	-1.6141	-2.1128
0.9675	0.1239	-1.2891	0.3107	1.8164
0.4203	-0.6432	-1.4123	3.8031	2.3997
0.3861	-1.2128	0.4219	0.4917	0.0863
-0.2254	2.1719	-0.7984	-0.9063	0.4859
1.2230	0.1981	-2.8107	2.8375	0.2254
-2.3964	-3.2123	-0.1435	2.5934	0.1295
-0.0605	1.6680	-0.9087	-0.1532	0.9441
0.3508	-2.2231	0.3495	1.0479	1.4235
-1.0006	-0.4861	0.5944	1.2516	2.0175
-0.0444	-1.7641	0.5524	0.7725	-1.8731
0.5694	-0.8150	-0.6416	0.2561	-0.6378
0.5084	2.3749	-2.6854	0.6681	1.6792
-0.7196	-0.8167	2.1321	-1.2647	1.6414
-1.8479	-2.2543	2.4279	0.7662	-0.2878
2.0719	2.8195	-2.6224	0.6588	2.2898
-0.4171	-1.2084	-0.5847	2.0130	1.7885
-1.1302	-2.5674	0.7628	0.6105	2.6658
0.7501	0.4501	0.7967	-1.6399	-2.2184
-0.7977	0.6325	1.6712	-2.7367	-0.8800
-0.7277	-2.7577	-0.2614	2.8895	1.1673
-0.9920	-0.3928	2.6226	-3.3052	-2.1164
-0.0733	2.1274	-0.1528	0.0491	2.5223
-2.0851	-2.7576	2.8938	-1.4726	-2.6978
1.2225	2.2632	-0.1608	-2.3801	1.2346
1.1434	1.5872	-0.9508	0.6049	3.0325
1.1021	-1.0579	-1.5749	2.2960	1.7918
0.4355	-0.7258	-0.9009	1.3906	-0.6846
-1.3974	0.3984	-0.5512	-1.4654	-0.5620
-2.4742	-4.0178	-0.8554	4.3870	2.5122
-0.5587	0.8676	0.7702	-2.3470	-2.0125
1.7350	2.5122	0.8937	-2.4408	0.6576
0.5952	0.9683	-1.0547	0.9003	1.7306
-2.4122	-0.6270	-0.0819	1.4848	3.2685
1.1833	3.0594	0.5441	-4.3640	-2.0238
-1.0421	-2.5843	2.5971	-0.2987	-0.1636
0.0086	0.7160	0.6004	-2.7902	0.7452
-0.1601	-0.6626	0.6854	0.0273	0.3803
0.9116	4.9267	-0.2268	-4.6711	-3.6033
-2.2761	-0.0799	0.7188	-0.8384	0.5729
-0.0521	-1.4475	2.3325	-0.8383	-0.7684
1.7544	2.7594	-0.8111	-2.1674	-1.2130
-0.0642	-0.2026	1.4198	-0.9860	-1.8941
0.1229	-0.3039	-1.8148	0.9194	0.6667
0.4495	4.1047	-0.5328	-3.2264	-2.4009
2.6770	3.8540	0.1081	-4.3306	-3.4441
3.0998	0.7792	-2.7766	1.1728	0.6414
1.1105	-0.6186	0.9919	-2.0410	1.1889
-1.9062	-2.6641	0.1609	4.9404	1.4133
0.3265	0.4255	-1.5269	0.5753	-0.8164
-0.5634	-0.6300	1.9342	-2.1174	-3.5954
1.3644	-1.7970	-0.2859	3.2377	1.3386
-1.3887	-0.0930	1.7969	-2.9393	-5.8574
0.3282	2.2142	-0.6076	-0.8155	-1.3516
-0.5031	0.6295	0.1598	-0.0768	-0.8148
-0.2792	-2.2540	-0.0761	1.6427	-1.0948
-0.4535	-0.6099	0.6091	-0.7672	-0.2901
-2.1357	-4.1871	-0.2541	4.7141	4.6998
0.6081	0.2583	1.2134	-3.4054	0.7628
-2.1844	-2.1010	1.5100	-0.5863	-0.6825
-0.0735	3.5472	-0.2004	-1.7839	-1.1886
1.6685	2.6320	-2.2125	1.7860	3.1175
1.9157	1.5989	-2.5307	1.4690	0.4319
-1.8388	-2.7270	2.4494	0.6117	0.6135
-1.8643	-0.3803	2.7249	-4.3918	-4.6865
-0.1554	-1.4028	0.6924	-0.6332	0.9012
1.5636	2.5771	-1.0474	-1.6084	-1.0690
-1.3039	-1.4028	1.9625	0.0468	-0.5136
-2.0245	-3.9787	-0.3935	4.2305	2.5279
-1.6857	-2.2833	2.5845	-0.5183	-0.9502
1.0203	1.5514	-2.5610	1.2317	-1.1095
1.0723	0.1785	-0.5061	-1.6559	-2.7596
0.7445	-0.7319	-1.5038	1.2974	-0.2327
-1.6460	-1.2550	0.7878	0.3647	-0.1861
-1.6497	1.0204	1.3771	-1.8298	-0.0776
0.8773	1.4745	-1.6433	1.4143	0.8483
1.2881	-4.2286	0.9337	3.2549	2.4197
-0.6226	-2.0854	2.3096	0.0355	2.9626
0.0207	-0.3787	-0.0918	0.3310	0.0278
0.3952	-0.0711	0.1676	-2.1820	-1.0807
0.4057	-0.1086	1.3194	-2.7288	-1.4584
0.4131	1.8413	-2.5515	-0.4105	-0.2728
-0.1233	-2.1840	-1.0606	3.1123	-2.3429
0.2284	1.8798	-0.2652	-2.0175	-0.3275
2.3156	0.9707	0.9859	-2.4276	1.2598
-0.5640	1.3347	-0.4464	-0.3443	-1.6122
-0.1935	2.7038	-0.0918	0.4238	-0.6717
-0.1399	-0.3040	0.3527	-0.2471	-2.3562
-0.9575	-2.8853	-0.7868	5.4092	1.8727
0.3759	0.6605	0.6549	0.0550	-1.9979
-0.2637	-1.7004	-1.0580	3.1243	2.1350
0.2470	-2.7641	-0.4267	5.1748	1.9775
0.4897	3.7186	0.6724	-2.7297	-0.8268
0.3566	2.8067	-0.5878	-1.1302	-1.8915
1.2565	0.1796	0.0554	0.9198	-0.3612
-1.1155	-0.9851	-0.9897	2.8258	3.5596
0.4894	-0.5818	1.3305	-0.5488	-1.1873
-0.1613	-2.6984	1.3893	0.2786	0.3362
0.5223	1.7548	-2.9716	-0.3457	0.7951
1.8228	1.7023	-0.6243	-2.0085	-3.8389
0.1649	-1.7186	-2.2221	2.6349	1.3752
-2.0312	-2.3148	0.5651	1.1874	2.9999
0.6182	3.3032	0.6292	-3.6586	-2.4530
-0.1615	-0.3180	-0.5328	2.6101	2.3322
0.7854	3.0513	-1.4269	-2.9643	-3.6131
-0.1953	2.5478	1.2658	-3.9760	-2.7700
0.0417	-1.8868	0.4867	1.3217	1.4586
0.3994	-0.9961	-2.5849	3.7261	1.4477
-0.1833	-1.2612	-1.4277	1.6849	2.0447
2.1811	2.0081	-0.6290	0.5999	2.4369
-2.5278	-3.9469	2.8995	-0.1080	-0.9285
-1.6023	-2.0207	1.0771	0.0733	-3.8112
1.4662	2.0346	-0.9828	-1.1744	2.4948
-0.0574	-2.8755	2.8975	-0.3719	0.0686
-1.4439	-0.8588	1.1095	0.2335	1.1464
1.3036	1.5245	1.4927	-0.8642	-0.8603
0.8528	0.2523	0.9585	-1.2249	-1.8263
0.1807	0.0525	-1.4648	1.9684	2.2171
0.3489	-0.4219	1.5090	-1.6253	-0.3456
-2.5100	-3.9984	3.1753	0.7696	-2.2516
-0.7340	0.7885	2.3220	-4.6014	-0.6533
-1.4061	-2.2702	0.4228	1.2539	-0.4106
-2.9381	-3.0117	0.3210	0.8786	-0.4420
-0.0598	-1.2656	0.7284	1.4062	2.4502
0.1698	0.0081	-1.5054	2.9129	-0.6544
-1.5532	-2.5162	2.1936	-1.5004	-1.8255
1.8988	0.3381	1.3179	-3.0538	-3.0927
0.0507	-0.8741	-0.8586	1.6514	1.5036
0.3088	-0.8612	0.4326	0.6947	1.2203
-0.9542	-1.6430	1.5563	0.3782	2.5302
-1.9282	-4.5255	-0.7731	5.6565	3.7694
0.5853	0.3146	1.3520	-0.1601	-0.0037
-0.8049	-4.0184	0.4494	3.2962	1.2394
-0.0842	-2.0286	-0.0043	1.3877	2.0669
0.1917	-1.0509	-2.2948	4.0915	3.8571
1.0530	1.5619	-0.5795	1.3345	0.6975
-2.0861	-1.6694	2.1713	-0.2547	-0.0691
-0.1391	2.5597	-1.8963	0.1789	-0.4132
-0.0940	-1.6478	-0.5360	1.3741	1.2091
1.3091	-0.1799	-2.0073	2.7194	-0.0596
-1.7938	-0.8328	0.5131	0.4329	-0.1416
1.5979	-0.2264	-3.0860	4.3849	4.2932
1.8967	1.1542	-1.7556	0.3753	-0.3702
1.3435	4.0659	1.5880	-4.6241	-0.3292
-1.9423	-2.9483	-1.5990	5.9466	7.3230
-0.1637	-3.6860	0.5062	1.3029	-0.0981
1.5634	1.1678	0.0515	0.0341	1.8395
1.0348	1.5354	3.8072	-5.5615	-0.6128
-0.4415	0.2287	0.6240	-0.7812	-0.4071
-0.6453	-0.1938	0.1572	0.5911	-0.5497
-0.2727	0.5198	2.5442	-3.4522	-4.0002
-2.8637	-2.2437	1.3552	0.5383	-0.2269
