X1	X2	X3	X4
-0.1102	2.3409	-0.0900	2.6047
-1.3490	-2.1437	-7.5147	5.1208
1.2242	0.5974	2.0204	-0.7831
-1.8642	-1.6897	-4.5146	1.5520
-2.4404	-0.5147	-1.2130	2.8999
1.7227	-0.5911	1.2482	-2.9571
-1.2162	-1.3401	-0.9231	1.9699
0.3403	-0.3786	0.0091	-1.2081
-2.1553	-0.6151	-3.5261	4.2422
3.3400	1.8103	9.1398	-5.6362
-0.8827	-1.7411	-1.9188	0.8611
-2.0933	-0.5016	-5.7441	4.2366
-1.3787	-4.5640	-5.3555	1.9532
1.3913	-0.6684	4.6549	-2.8203
-2.4843	-3.6151	-5.0369	0.5796
1.9433	0.2796	4.5991	-3.7041
-2.7348	-1.1979	-4.7378	3.4317
-0.3516	-2.0759	-7.5872	5.3988
-0.5308	-0.6455	-2.2355	1.4710
-0.7242	-3.4685	-2.5583	1.3005
-0.4002	0.9914	-1.1728	0.1334
4.2371	2.5677	9.9844	-7.7362
1.6782	1.0615	4.2607	-3.5766
0.1953	0.7045	-0.5556	-0.0693
2.3284	0.2227	4.6863	-5.2835
-0.3135	-0.3314	-1.2096	1.9388
1.2249	1.0109	2.4693	-3.4514
-1.0998	0.4451	4.8514	-2.6339
2.4265	2.1323	0.0627	1.1510
-0.7316	-0.9690	-0.5141	-0.8779
1.3801	2.6793	2.4238	-1.5859
-0.8341	-1.6675	-1.5195	-0.2699
0.7962	0.2808	0.8452	-1.8067
-2.8838	-1.1357	-5.1922	3.2373
-1.0604	-2.9211	-2.7934	1.3039
0.5293	-0.2111	2.2460	-2.8001
-0.3194	-0.4765	0.6416	0.1292
0.0004	0.8625	0.4074	0.0677
0.0297	-0.1203	-2.8933	1.2524
-0.9450	-1.3603	1.2798	-1.9173
-0.7734	-0.6945	-0.5401	1.0248
-4.1994	-0.8286	-7.6729	6.6125
-0.1615	-0.4558	-3.1545	0.5898
0.1458	1.1829	1.1628	-0.2824
1.2199	-1.1995	1.9613	-2.6503
0.6011	-1.7384	0.8924	-2.1343
1.5545	-1.3461	1.4273	-1.7387
2.0363	1.6646	5.6232	-3.8885
0.4411	-0.2359	1.9624	-1.2226
-0.5005	-0.6895	-0.3938	0.1937
-0.9216	1.3496	-1.2206	2.1952
-0.3620	1.1273	1.4641	0.1980
0.0009	-1.2036	0.3823	-1.1511
0.4426	0.0973	-2.6538	1.1584
0.5704	1.4307	1.1182	0.6056
0.6516	0.1591	0.4229	-1.4744
-0.1490	0.5567	1.0267	-0.2879
-0.5957	-0.7340	-0.6099	1.0725
1.1510	-0.5709	0.4309	-1.8367
-0.4175	0.9790	-0.8472	1.0913
3.2433	1.1480	6.7128	-4.3630
-2.2498	1.1739	-2.7383	4.0594
-1.7663	0.0562	-1.8796	1.7681
0.0455	-2.3770	-5.9594	1.5001
0.6200	0.7672	-1.2915	1.1930
1.7449	3.0598	3.0987	-2.1958
-2.1537	-1.6538	-0.9811	1.3526
3.2693	2.2623	8.8667	-6.4232
-2.5418	-2.0874	-4.4395	3.5924
-0.1874	0.2489	1.1890	-1.7653
2.0093	0.6826	3.7273	-2.7376
0.8378	-0.5541	-0.9154	-1.3603
-0.6294	-0.2376	-0.3184	-0.6169
-0.9801	-2.6631	-5.2334	2.3826
-3.2742	-0.8862	-4.4974	4.9902
0.0953	-2.5564	-7.2376	2.9273
-0.4881	0.2185	-4.3807	2.8966
0.5816	-0.9432	-4.5754	2.1824
2.0725	1.1681	2.3139	-1.8250
-1.3903	-0.6245	-3.5130	1.0615
0.3243	0.0904	0.2043	-0.8389
-0.2999	0.7884	-0.1525	0.3094
1.7316	1.3177	2.6837	-1.3380
-1.2340	-0.7591	-2.0691	1.7272
0.8851	1.4005	0.9169	-0.0983
-1.0470	-0.3176	-2.0904	2.3384
-0.3246	-0.4068	0.7492	-0.2284
0.9008	1.0458	-0.5154	0.4639
1.0181	-0.6448	0.4453	-2.5961
3.2199	2.7344	7.6222	-5.8998
0.8863	2.2249	7.4320	-5.0233
-1.5635	-3.4240	-5.2470	0.7802
0.2864	-1.0982	-2.6881	-0.1941
2.2644	1.4305	3.3906	-2.9295
-0.8572	1.9340	0.9783	-0.3700
-1.5359	-0.9941	-2.7326	2.0702
0.0894	1.7059	0.4323	1.4157
-0.7489	-1.6015	-1.5935	0.4599
-0.4008	-2.1769	-1.1094	-0.9425
-1.2160	-1.0657	-1.4136	-0.1054
4.3662	2.7749	8.0088	-5.5791
-1.7952	-1.8662	-4.7658	2.8433
-2.5801	1.0983	-1.0144	3.3965
-1.1541	-0.9856	-1.9446	0.8985
0.3534	1.2926	3.4694	0.4110
1.2594	-1.4928	1.1352	-2.0424
0.5664	-0.0766	0.6355	-1.2539
0.0616	0.8213	-2.1652	1.1556
1.3286	0.9518	3.5697	-1.0971
0.4268	0.8468	3.8981	-2.4911
0.1738	-2.0821	-0.9502	-0.1886
-2.3053	-2.2467	-5.3329	1.7075
0.1551	-2.0016	-1.5408	1.7801
-0.0873	-0.8803	0.4661	0.3678
-1.2529	-2.8550	-2.8252	-0.7573
-1.0638	-1.0181	-1.4568	1.4957
1.5296	-0.0775	3.1662	-4.9601
0.9496	0.8964	1.6686	-1.0350
2.1929	2.7616	1.0544	-1.5393
1.0751	1.4492	3.5730	-2.8289
0.3547	2.8589	3.4730	-1.3081
-0.9359	-2.9519	-6.6081	2.4231
-0.4261	0.7983	-0.2062	0.8675
-1.3015	-3.1188	-5.0159	1.8754
1.3450	2.0205	2.3761	-1.5487
-0.8761	-1.0842	-0.1100	-0.3125
1.9513	3.5291	5.8178	-3.4784
1.1531	1.8047	4.3775	-0.3533
1.6769	2.6047	6.9848	-3.4919
2.0417	-0.6782	-1.1469	-1.3506
5.5042	6.8285	15.2329	-7.1656
0.6461	-0.1954	2.1081	-2.1368
1.1879	-1.1135	-0.4115	-0.3581
-0.4616	0.3530	0.6809	0.2633
-0.6886	-1.2449	-4.5088	1.8286
-0.0509	-2.3136	-2.1444	-1.7794
-0.8301	0.0491	-3.1412	1.5123
-1.0521	2.1980	3.6352	-0.2594
1.1270	1.7660	2.7716	-0.2176
-1.2101	-1.2905	-3.1478	2.0882
-3.1625	-0.4278	-5.1595	4.4703
-0.8904	0.5828	-1.2320	1.8461
0.3080	-1.1732	0.9855	-1.3360
1.6252	1.0902	0.5067	-0.6752
-0.5156	-3.0818	-5.9183	1.7039
3.5019	2.9050	8.9734	-4.2632
-0.0674	1.7382	0.4407	1.1769
0.9087	-0.3707	3.2304	-2.1716
0.6138	-0.6148	-4.9123	2.1703
0.0146	-0.8066	-1.3175	1.7949
1.2875	1.7983	4.7959	-2.1424
2.2059	1.1558	3.5481	-1.9744
-1.6157	-1.7924	-2.6122	0.3812
-1.2223	1.2714	-0.1959	2.5478
-0.6379	-1.8011	-4.0655	1.9551
-1.3324	-1.5097	-3.4478	3.4819
0.2289	-0.7851	0.5577	-1.3621
-0.9111	-0.0785	-1.1201	1.0315
1.2474	2.9217	2.4595	-0.0846
-0.3075	0.6807	-1.4733	2.1052
-0.2877	-0.9649	1.7969	-0.2510
0.5301	1.6486	8.6358	-3.2264
3.2727	0.1038	4.4557	-4.9397
1.5508	-1.6453	3.0583	-2.7510
-1.0942	1.9145	-0.0833	2.1941
1.3153	2.2548	3.7981	-2.5167
1.3240	-3.7669	-1.5028	-0.5923
0.5861	-1.1810	-1.1257	0.0362
2.1788	0.7329	3.5500	-3.7137
1.2336	2.3999	5.5298	-2.2696
1.5760	-0.4691	-0.8523	-0.3034
-0.4493	-1.1666	-2.8542	1.0205
0.3196	0.7120	-0.1949	0.8216
-0.2571	0.5850	-1.5508	2.1076
-0.9142	-2.3563	-0.2542	-1.2732
0.5196	-1.1839	1.0947	-2.0705
1.3568	0.5159	3.4062	-2.4577
-1.1448	0.5994	0.0872	1.1835
1.4497	0.6876	0.9298	-0.2632
-0.4823	-1.1339	0.5800	-0.8877
1.2725	-1.3905	-0.1458	-2.3497
0.2171	-2.3009	0.1533	-2.1365
2.2126	0.6912	2.0656	-2.1499
0.8262	1.0688	4.9090	-2.4505
-0.2293	0.0657	2.2661	-1.3346
0.5416	-0.8689	0.3241	-1.1493
-2.0888	0.4386	-5.4098	2.5882
1.9931	2.0103	6.1036	-4.2819
1.1833	1.6964	1.9399	-2.3418
0.4071	0.5929	0.0033	-0.1115
0.9256	0.5096	0.8245	-1.9293
0.1533	-1.2139	-2.1142	-0.1114
-1.0389	1.4322	3.9538	-1.1947
2.3823	1.0864	6.5799	-5.8236
-0.1650	0.2524	-4.0069	3.0230
2.2273	1.0776	6.1224	-3.3105
2.8514	1.2924	4.7604	-4.6667
0.4451	-0.0234	-0.9335	1.1992
0.7234	-0.1112	-2.1594	1.0236
1.3817	0.2557	0.1518	-0.3647
-0.8676	3.2050	1.4045	1.4071
-1.0208	-1.0127	-1.7542	1.2539
2.9928	-1.1768	0.1853	-2.1432
-0.2622	-1.2102	1.8246	-1.5548
-0.5360	-0.3003	0.3159	-0.5400
2.0480	-0.2177	3.9551	-3.6554
0.6411	-0.6241	0.9011	-0.1586
0.2129	-0.7940	-2.6209	0.5476
0.9843	-0.0837	0.7289	-1.0234
-0.3806	0.2572	0.8288	0.7745
-0.7792	1.0777	2.9248	-1.5226
-1.1391	0.6439	-1.1618	0.9721
-0.9805	-0.0092	-1.5397	1.2594
0.6017	1.1494	2.5046	-0.8639
-1.4753	1.4071	1.3571	0.6963
1.0115	-1.5799	-0.8731	-1.3160
1.7226	1.6600	0.0852	0.3308
1.3480	-0.0148	5.3734	-4.8494
0.1641	-0.1248	2.9062	-1.9577
0.6780	-1.2249	0.9514	-1.9637
-0.3522	1.1835	-6.2208	3.8206
1.2880	-2.0658	0.8102	-1.7539
0.5737	2.8383	5.5231	-0.4952
-0.2589	-1.7160	-1.7138	0.3486
-1.8389	2.3087	-3.4283	5.0670
0.7985	0.4468	2.3062	-0.6944
0.5387	0.5453	2.8836	-0.9510
0.2354	0.7182	-0.0892	1.8574
-1.4704	-0.5791	0.9646	-0.6206
0.9445	-0.7659	0.1232	0.3676
0.6503	-0.8865	-1.1328	-0.7310
-2.0777	0.3510	-6.2962	4.9530
-0.7562	0.6894	0.4368	0.3594
1.1315	2.7131	3.6141	-2.6361
1.9641	1.8014	3.6915	-3.1987
-0.6981	-0.8582	-1.4879	1.5782
0.9798	0.5667	1.9690	-0.7638
-0.1371	1.9033	2.5080	0.1476
-0.2075	-0.4012	1.0212	-1.1681
0.7769	1.7579	-1.0691	2.6884
-0.4231	0.1239	-1.1575	0.7820
0.7680	-0.9265	-1.1243	-1.8123
-0.0298	0.5053	1.1264	-1.0654
0.8587	0.9363	0.5602	0.4361
1.8090	0.8741	0.8826	-2.0888
-1.9825	-0.0475	-4.7682	3.8494
-1.6660	-1.6890	-4.4582	2.0007
-4.0222	-3.5853	-9.0256	5.2180
1.5169	-0.3216	-0.1842	-0.6354
2.0141	-0.4163	3.8581	-4.7596
-0.5090	-0.0610	-2.7027	2.5524
0.1948	1.9510	2.3205	-0.9615
-2.0649	0.2799	-6.3878	5.4605
0.3908	2.1679	1.9520	0.5496
0.8635	0.2025	-1.9420	1.7126
-2.2177	-0.7436	-5.8072	4.3569
0.2937	-3.4033	-3.0322	-2.3635
-0.4247	-1.2936	-5.6494	2.8425
-1.6196	1.7558	-0.0086	1.2747
-0.3704	0.0124	1.2095	0.1438
-1.9462	-0.6295	-2.8636	2.5342
0.7782	-0.2524	1.9760	-2.0551
-0.4737	0.9458	0.2696	-0.0889
-2.2038	-2.5927	-4.7823	0.8305
-0.0335	-0.1689	1.1010	-1.9943
-1.8089	-0.2539	-0.7149	0.3156
-0.1496	0.2843	-0.6458	0.6449
-0.3982	-2.5269	-5.0756	1.3177
0.7444	-0.3761	0.0929	-1.6445
2.0087	1.2271	6.0264	-4.6372
2.0531	1.3254	7.4821	-4.7890
0.8365	0.2574	0.1854	-0.5734
-1.0065	-0.1522	-1.9675	-0.0077
-0.1793	1.8505	2.4118	0.1832
0.4286	0.6679	3.2895	-2.3328
-0.5971	-2.5256	-4.4690	2.0558
3.7486	2.4642	5.5073	-4.7669
1.7685	3.0482	8.1091	-3.2706
-2.0702	-0.5206	-3.6233	2.0919
0.5022	-1.9635	-0.0192	-2.6046
0.8925	-0.3761	1.0615	-0.7704
-1.0644	-2.2813	0.5487	0.7270
-0.7065	0.1788	-2.4378	3.7810
0.3566	-0.5163	1.4914	-3.1212
-0.3116	2.7657	6.3579	-2.2936
1.6166	2.8201	6.4765	-3.6202
1.3222	1.5699	2.3551	-0.2910
-0.0229	-0.5340	-6.1633	3.1985
-0.4000	-0.0413	-1.0418	0.9064
-0.2541	-0.8319	-0.5837	-0.3449
0.4777	-1.6357	0.3416	-1.6758
-1.8947	-2.8549	-3.1246	1.0651
-2.7902	-2.8726	-5.4454	3.3593
1.6223	-0.1552	5.3796	-2.4992
-0.7044	1.1885	1.9674	-0.9926
-0.0346	1.1149	-0.1698	1.3702
-0.3950	0.8089	1.9904	-0.3031
-1.0775	-0.2158	-0.9974	0.9336
1.8077	2.7690	5.1844	-1.8942
-1.0829	-3.7728	-7.0063	2.8353
-0.9040	0.0424	-1.3092	2.6733
1.4829	-0.6001	-1.2653	0.3650
-0.6882	-1.0030	-0.5469	0.3131
-0.5370	-0.0606	-4.2318	1.7717
-5.3173	-3.7602	-12.2375	7.6889
-1.4045	-1.3900	-1.2661	-0.7137
-0.1478	-1.7221	-3.4274	-0.0266
-1.0055	-1.5069	-2.3554	0.8027
-0.3564	0.9129	1.9599	-1.1494
-2.4894	1.2891	-0.5321	1.5972
2.0332	1.3876	6.2305	-5.5737
-0.9558	-2.3847	-4.0547	1.0367
1.9379	-0.2305	-1.0330	0.5284
0.8002	0.6307	3.6798	-2.6577
2.1802	2.3576	7.2589	-4.1053
-1.7119	-0.3060	-2.3239	1.2050
1.5588	1.2832	4.6079	-1.9629
-1.0331	0.9331	-1.3287	1.7093
-0.0891	2.9717	6.6764	-3.2694
1.2817	0.8246	5.2128	-4.4197
2.5096	-1.2870	-2.2490	0.0575
-0.3672	0.5419	1.5176	-1.1952
1.7650	3.3577	4.4189	-2.1022
-1.6089	-1.7283	1.1073	-1.2207
-0.1757	-0.9093	-1.5419	0.2170
-0.9463	1.0847	1.1541	-0.3750
-0.1166	-0.2443	-0.3149	-0.3437
-0.1013	0.5573	-1.1419	1.6077
-0.9064	0.8145	-1.4391	1.0227
0.4684	0.8378	0.9773	0.3230
0.7568	0.1192	4.5540	-2.0542
0.4661	0.4808	1.4059	-1.4316
1.0237	0.1574	0.5145	-1.5182
-0.5805	-0.4432	-1.0917	-0.4608
-0.9664	-1.7301	-2.2420	1.5070
-1.2137	-3.8979	-5.1356	1.1398
-1.5166	-2.6050	-3.6480	1.3987
0.7369	-1.5709	0.6149	-0.9784
1.5433	-0.0725	0.8520	-2.9247
0.7304	-0.1601	-0.3013	-0.5007
0.9277	0.7126	-1.4740	0.9135
0.4035	-0.5130	3.2515	-3.5010
-0.5512	1.6825	2.5644	-0.8145
-1.6775	-2.8820	-2.0889	2.5348
-0.6812	-1.4204	-2.1560	1.6197
0.9353	-1.8417	-1.2285	-2.0542
-1.4496	-1.4075	-5.5677	2.4398
-0.8875	-0.5086	-1.1414	-0.2138
0.2952	-0.9677	1.6511	-2.3109
-1.1842	-0.2688	-2.7088	3.0235
0.0490	2.2668	3.5258	-1.6835
0.2752	2.9225	1.7952	0.0441
0.0426	0.7641	1.8436	-1.3904
0.7054	1.9011	3.1317	-0.5929
-1.4029	0.8853	-2.7136	3.5149
1.6428	0.4615	3.8917	-2.5280
-0.2126	-0.3322	-3.1816	2.2332
-0.0205	-0.7875	-0.4408	-1.3112
-1.3860	-0.2288	-1.9956	1.3565
0.2078	1.0024	0.3210	-0.3162
2.3896	0.6038	6.2972	-5.2659
-2.0292	-0.6958	-3.2913	1.1362
0.5285	-0.2367	1.2244	-0.4000
-0.3650	-0.3011	-3.6180	0.7492
-2.0767	-0.5668	-4.8062	4.8506
-1.6003	-1.6550	-5.1442	4.5070
-0.3337	1.5275	2.5641	-0.1624
2.5385	1.0888	0.6648	1.3764
-2.1440	-0.8624	-5.8270	4.6591
-0.7032	-2.0412	-0.7156	-0.1845
-1.1824	-0.1343	-1.4426	1.4865
3.9204	2.6614	11.2546	-7.8718
2.9409	1.6729	5.9901	-3.2825
0.5186	0.5532	0.0883	-1.1553
0.5576	-1.4788	-2.9434	0.9206
-0.2078	-0.5643	-3.7651	1.9992
1.2844	3.4711	6.6786	-3.2572
-0.4150	0.2474	-0.4527	0.5529
0.7910	0.8808	0.9920	-0.0891
-0.2452	-0.8410	-2.7828	1.3194
2.5791	2.8678	7.4368	-4.8089
0.0734	-1.0393	-0.4325	-1.5450
-2.0354	-4.0165	-9.7715	5.9952
-0.4702	0.1289	-0.5959	-0.2064
-0.5092	-0.5041	-0.9797	-0.6220
0.6907	-2.2461	-2.5004	-0.8042
2.8188	2.9688	7.3765	-3.4765
-1.8300	-0.4167	-5.0267	6.1154
-0.4960	-1.9297	-1.0019	0.4766
2.4516	3.6811	7.5530	-4.3169
-0.1333	-2.1123	-3.8694	2.2403
-1.9502	0.3176	-4.2050	3.1979
-1.0983	-0.7515	-3.2498	1.0194
0.1977	2.4065	2.4018	1.2355
1.2419	1.5889	3.1975	-0.8408
-1.3879	0.5526	-1.1236	0.9190
0.6911	-1.4222	-2.4521	0.0576
0.4305	-0.0732	2.9504	-1.0262
1.2013	6.1499	8.3594	-1.5963
1.8223	2.1868	4.1030	-1.3609
1.0511	-0.9998	0.3266	-2.1881
0.1326	2.1729	3.7859	-1.2242
0.3261	-0.5752	-5.9852	4.1713
2.8628	2.1265	6.3173	-2.4528
-2.1117	-1.1102	-5.1553	2.3537
-2.8084	-1.4905	-3.4433	3.6022
0.8118	0.1691	3.8695	-2.6581
0.7636	1.8276	2.6660	-1.0750
1.5946	0.7854	-0.7214	0.6325
-0.1793	-2.4583	-1.4463	-1.6631
-2.3594	-2.8452	-6.3769	4.4957
0.1648	-0.5917	-2.0678	1.0900
2.2427	-0.8667	1.7670	-3.2420
2.7639	1.1780	1.8878	-2.2480
1.1436	2.1204	1.4417	1.1469
-1.4907	-0.0074	-2.2802	3.2874
0.3795	-0.7485	0.4644	-0.7517
0.3807	-0.0131	2.4028	-2.8047
-0.6364	-1.9205	-5.0472	1.8676
0.9429	2.0666	1.1261	-1.3334
-2.0921	-1.2559	-2.3948	2.1164
-0.2230	1.8179	3.2440	0.4291
1.6006	1.3948	3.0061	-1.0781
0.3293	0.7732	2.7791	-0.7487
-0.7142	0.6661	-0.9337	2.1275
-0.3988	0.8504	-1.1529	0.7002
-0.2040	-0.9684	-0.8193	0.7725
1.6455	0.2070	2.3263	-2.5790
-0.4273	1.0425	0.1792	1.7009
-1.8775	-3.0548	-6.0478	2.6908
-0.0667	0.1321	0.8360	-0.8456
-2.9152	-1.1398	-5.9889	4.6127
-2.3761	-2.3381	-4.8401	3.5344
-0.8946	-0.9695	0.2058	-0.8043
-1.5815	-2.0036	-5.2147	3.0081
-0.4855	2.1781	1.2651	1.2643
0.7530	0.2837	3.5230	-1.6341
1.2399	2.7204	6.2693	-2.5256
1.3448	-0.9348	0.8122	-2.2686
1.4983	3.0415	3.7747	-1.1405
1.5516	0.9170	3.8931	-2.2204
1.1848	1.1290	2.8210	-2.2122
2.0984	-0.0944	-0.4749	-0.6728
-0.5457	0.7259	-2.6259	1.0390
-0.1789	-0.8046	-2.0122	0.2740
-2.0944	0.0652	-1.5800	0.8223
0.0852	-0.9229	-5.8945	3.6965
-1.9280	-1.1085	-2.4415	1.9403
0.7448	0.5899	0.3556	0.1131
0.1848	0.6780	0.1260	-1.6031
-0.3137	-0.8117	-2.5116	2.2670
0.9696	2.2983	3.2576	0.4270
0.7940	-0.2125	4.4220	-2.7825
1.0857	0.5550	1.2085	-0.3096
-1.5461	-1.3447	-4.3860	0.6454
2.2300	0.6827	5.2236	-3.6037
-0.7381	1.1226	-0.3998	1.5013
-0.5167	3.3995	3.5874	-0.0536
-0.9952	0.3551	-0.4071	0.5902
0.3521	-1.2482	-1.3518	0.1634
-1.8529	-1.5136	-6.8844	3.8230
-0.6251	1.0938	2.0843	-0.8099
-1.0453	0.9339	2.7539	-1.2591
-1.5018	-3.3243	-6.7784	3.3957
0.1999	-0.8727	-3.4321	1.9241
2.1116	-0.5773	4.0363	-4.4325
-2.0772	-3.1162	-6.8169	3.0730
0.7136	-0.7319	3.7412	-4.5495
-1.5200	0.3938	1.0361	-0.2584
1.9071	0.8798	1.3936	-1.4444
-0.4410	-0.4665	-2.3935	0.7992
2.1993	1.5542	6.0121	-4.3228
1.2863	2.8916	4.4325	-3.9508
-2.1600	1.1749	-5.5785	6.0652
-0.6705	2.2596	1.5543	-0.8681
-1.7318	-0.3791	-5.1305	4.3849
0.2782	-1.4456	-1.0986	-2.0199
0.3863	0.4429	1.5428	1.1638
-2.6023	-1.0358	-9.3293	7.1842
0.8808	2.6916	4.9217	-1.8474
0.5607	1.1119	3.6210	-0.8218
-0.1236	0.8865	-1.4354	0.4916
1.4359	1.8738	3.3129	-1.1316
2.0380	2.9243	6.1414	-3.0039
-0.3707	-2.2055	-0.9255	-1.6478
0.3413	1.0210	0.0486	0.2967
-0.7538	1.4091	0.1480	1.4171
0.5800	-1.4369	-0.1268	-1.8156
-1.2194	-0.3724	-2.9478	2.1171
-2.7535	1.3087	-2.7166	4.0191
-0.9122	-1.4367	-4.6483	1.4464
0.2894	0.3933	-0.8555	-0.2598
1.6797	0.4890	6.9157	-4.7048
3.1391	1.1623	3.8637	-2.1521
2.2554	0.8616	1.5303	-2.6022
1.7831	2.0931	5.0134	-3.3997
2.3964	-0.5511	1.5269	-3.7628
-0.4335	1.0224	0.4363	0.3730
2.8368	2.0923	6.1577	-6.4596
-1.5136	-1.8401	-6.3897	3.0930
1.2340	2.3132	2.0210	-1.0666
1.8245	0.0147	1.5960	-0.7262
-0.1029	1.0259	3.9483	-2.4742
0.8521	2.2326	0.9779	-0.5519
-0.2512	-1.7168	-3.9210	1.7227
-0.5074	-1.3813	0.1607	0.1734
-0.5679	-1.3499	-4.8045	1.7903
2.5907	0.1358	4.7363	-2.6138
-0.1199	2.4480	6.9300	-2.9309
3.1500	3.7134	5.3271	-2.2181
-0.3524	2.6162	3.2818	-1.0317
1.8898	1.8299	1.0254	0.4297
-2.6235	-0.4805	-4.5997	3.9541
0.1237	0.3914	-0.8629	-0.3030
1.2264	-0.8754	-1.7649	-0.5431
-0.3622	0.9604	-3.2174	3.2319
-0.1739	0.7425	-1.7428	3.1774
-0.1493	-0.5510	-2.7563	2.2557
0.2344	-0.2202	0.3227	0.8278
0.4334	-0.5859	0.4953	-0.5898
0.2589	-0.7904	2.1289	-1.7657
0.1317	-0.9855	-5.4206	3.4426
-0.5172	-2.1882	-5.5322	3.0210
0.7729	2.0836	5.0561	-2.2420
-1.4601	0.5390	-2.8784	3.1862
0.9851	0.0733	-0.6878	-1.4259
-1.1015	0.1588	-1.0514	1.9261
0.3966	-0.0978	-0.2437	-2.1797
-1.0532	-1.5558	-6.5850	3.8643
0.9566	-0.9799	2.3249	-2.8886
-0.2569	0.0127	-1.6293	-0.0131
-0.4239	0.7342	0.5092	-0.3967
-0.9301	0.4525	1.6051	0.1072
-1.7584	-2.5341	-6.7663	2.9779
-1.9623	-3.6892	-5.5827	2.2722
2.7664	1.6634	5.0900	-3.5728
0.5391	-0.1807	-0.1209	-1.3062
-0.6893	-0.3125	0.9980	-1.2114
-0.1261	-0.1120	-1.2935	1.5949
-1.6371	-2.3019	-5.4271	4.8718
0.3572	-1.3558	0.3231	-1.4083
0.9581	0.0705	1.6360	-1.0758
-0.4694	-2.5244	-2.9648	0.9117
