X1	X2	X3	X4	X5
-1.3234	2.4034	-2.8713	-3.8662	-1.3797
-2.2124	0.4807	-3.3684	-4.5306	-3.1942
1.2332	-0.8877	0.3872	0.1884	0.7648
-0.4315	-0.2427	-0.7045	-0.6255	-0.9770
0.4020	2.8121	-2.6061	-4.8773	-5.1876
1.7062	1.7586	-0.2925	-0.8965	-1.6620
-0.8155	-0.9568	-0.2390	0.3569	-1.9302
-1.4942	-1.6098	0.2602	0.3292	0.4444
-1.5534	-0.3937	-0.0038	0.4876	0.4629
1.5712	-1.2154	2.7641	3.9372	3.6347
-2.1200	-1.5505	-0.9028	-0.6001	1.7742
-2.4726	-0.5005	-1.0592	-0.0279	-1.3899
0.5659	0.2114	-1.9382	-4.3230	-2.4463
2.0738	0.2170	3.1980	4.2524	3.1722
1.1478	0.9437	0.3691	1.0446	-0.4750
1.6430	1.5548	1.1588	0.7138	3.0910
-0.2280	0.8762	-0.9020	-2.4668	-1.2482
3.4668	-1.2065	1.7787	2.3998	3.6291
0.5492	1.7187	-1.1494	-2.7106	-3.1400
2.9529	-0.0104	1.9947	2.3845	2.4074
-0.4345	-2.8018	0.4275	0.9303	0.0792
-0.0336	1.5885	-0.0615	-0.8640	-1.5369
-1.5427	0.6099	-0.2543	-1.4311	0.6858
-0.2170	-3.8039	2.6007	3.9058	1.4692
-0.6925	0.8004	0.1272	1.4449	1.7261
-0.3892	-0.7042	-0.3165	-1.6176	0.2810
-1.7320	0.2382	-2.8043	-3.2965	-0.8682
2.0976	-2.0483	3.4025	5.4046	4.6635
-1.6182	1.6407	-1.3488	-3.1342	-5.1123
-0.4646	-1.6157	2.8891	4.7383	4.8212
2.7383	2.4052	-0.0713	0.2794	1.6402
-2.7371	0.4604	-2.1045	-3.8563	-5.6082
1.0094	-1.2414	2.6924	2.5733	0.1891
0.2817	-1.2161	1.5317	3.4988	2.9345
0.1267	2.0733	-3.4058	-5.2905	-5.9032
-0.6830	-0.3842	0.7679	0.9721	1.8116
-0.9293	1.0525	-3.0828	-3.9195	-2.4207
-0.8720	0.2709	0.5135	0.8899	1.3727
-1.1576	-1.6585	-0.7683	-2.6914	-0.2668
2.0575	-0.6713	2.7444	4.3154	0.8731
-0.7953	1.8185	-1.2188	0.2194	0.6671
-0.0754	-0.5931	-1.9799	-4.0749	-3.6655
-1.6212	-3.2136	0.5258	0.1644	-1.8825
-4.5256	-0.3326	-2.7782	-4.8183	-1.6351
0.3589	-1.9927	1.0488	-0.1831	1.8092
1.6946	1.8294	-0.3257	0.1129	-0.7577
2.9606	-0.1178	2.3974	4.2352	1.2612
0.8997	2.2576	-1.8048	-3.6258	-3.0405
-0.1132	0.3353	-1.3157	-2.6516	-0.9231
2.4133	1.0239	0.0153	0.6515	-0.1426
2.5713	-1.6026	2.4145	2.8352	1.8423
-1.6852	1.1249	-2.1257	-4.0846	-3.6703
0.4326	-0.4992	1.7388	3.8123	2.2544
1.6344	-0.5301	1.1668	1.1674	2.1833
-0.4771	-0.3199	-0.0918	0.6462	1.9177
-0.1977	-0.9712	1.3000	2.0527	1.8716
1.0993	1.5344	0.1509	-0.9491	-1.1641
1.3129	-0.4021	-1.4911	-4.6086	-4.6570
-0.6482	-0.1995	0.3001	-0.3394	0.4114
-1.1182	-0.1477	-0.8594	-1.0556	-1.0634
-2.0860	-1.1154	-1.9385	-3.7568	-1.5970
-0.5053	1.5281	-2.4596	-2.1654	-0.8712
-0.8073	1.2594	0.2294	1.0157	1.4608
-1.1849	1.8964	-0.7294	-1.0025	0.1624
-0.4242	-2.5575	-0.5596	-2.0415	-1.1668
-0.3473	-1.8220	2.2211	2.5023	2.8223
1.4022	-1.0293	2.2609	4.4245	1.9782
-1.1071	-0.0579	-1.5164	-2.0326	-1.0555
-0.2667	3.2756	-2.8156	-3.5257	-3.7380
1.0242	-1.7298	1.6453	2.3496	0.6216
2.7552	2.3394	1.5218	1.9440	2.9778
-3.1677	0.8090	-2.4513	-4.9925	-2.3268
-0.0006	0.0800	0.8899	2.4017	0.7834
0.2089	-1.3207	1.8250	1.5632	1.5337
1.6560	1.1889	-0.3294	-1.4331	-1.0011
-0.0954	-1.0068	3.5374	5.4670	3.1326
-1.4876	1.0161	-3.2607	-5.1836	-4.3504
1.2377	-0.5597	1.5919	4.3175	4.1266
-0.1830	0.2791	0.8801	0.4391	0.7429
0.9964	-2.4197	2.7187	4.7874	4.0626
-0.8151	3.0407	-0.9050	-2.9323	-1.5523
3.4092	-0.4974	2.4231	2.9109	1.9338
0.6179	0.8431	0.0151	-0.7745	1.3154
-0.7116	-0.2859	-0.3605	-0.3941	-3.0579
1.0656	0.4854	-0.4478	0.9735	-0.0353
1.0359	1.9900	0.1886	-0.6155	0.7227
-1.5300	1.4534	-3.2249	-2.8704	0.5194
-3.0571	-0.9639	-1.7241	-1.8934	-2.7261
-0.9376	1.2409	-0.4360	2.0322	1.1259
1.9937	0.9853	1.5197	2.9335	2.2003
0.5283	-0.0438	0.3607	-0.9213	-1.1622
-2.3652	-0.0384	-1.5468	-4.1424	-3.3320
-1.2778	0.1795	-1.0338	-0.7884	-1.4393
-1.7588	0.3088	-1.3114	-2.7424	-2.4913
1.1899	-0.9478	0.3988	0.0429	-1.2470
-0.8386	1.6083	-1.0451	-1.6574	0.1342
1.7216	-0.2819	1.4190	3.1324	4.8319
0.2115	2.2005	-2.4476	-3.8550	-2.6732
0.8036	-2.0565	2.5171	4.0655	1.5829
0.4829	-1.7143	2.1081	3.3499	2.3002
-2.1716	-0.0092	-1.9492	-3.6081	-4.2694
-1.6936	1.0220	-1.9606	-2.8552	-0.5205
-0.3650	0.6215	-0.5980	0.5875	-2.8074
1.3315	2.8462	-0.3662	0.4343	0.5527
2.6297	-0.2096	1.4560	2.5824	-0.7412
-1.1158	1.4315	-1.0108	-0.9040	-1.9768
-1.2096	-0.6269	1.0923	1.0532	1.3258
1.0063	2.4316	-1.2592	0.1128	0.4291
1.0175	-0.1376	-0.8402	-0.1652	-0.5638
-2.7180	1.2423	-1.3434	-1.6454	-0.9460
0.3613	-1.0769	-0.2412	-0.2401	-0.4599
-0.2212	2.0104	-2.9227	-5.4224	-2.5920
2.4920	1.0295	2.4524	5.6567	4.8596
0.1601	1.9070	-0.3039	-0.7807	-1.5083
0.1257	0.6090	-1.6701	-1.9209	-2.3234
0.3005	1.8098	-1.0215	-2.9097	-1.9791
0.5070	0.8406	-0.2826	-2.1703	-0.2551
-1.5051	1.0360	-1.7903	-1.9222	-2.9215
-2.0087	3.4238	-3.8028	-7.9633	-4.6379
-0.8955	-0.6168	-1.8175	-1.4429	0.2188
-0.4906	0.7526	-2.1546	-2.3865	-1.3587
-0.1161	1.7437	-3.1678	-5.5058	-2.9438
1.3712	-4.5974	4.5037	7.3597	5.5552
0.6383	0.2364	0.1313	0.6999	-0.3485
-0.9626	0.5255	-2.4365	-2.5813	-3.0809
-2.1559	1.2567	-3.3167	-4.7679	-2.2504
0.0748	-0.2814	0.3371	-0.1297	0.5479
-0.8404	0.9113	-2.4398	-2.5391	-2.3710
-1.4901	1.6294	-3.2521	-4.3809	-3.7862
-0.1992	-1.8580	1.0415	1.3829	-1.1511
0.1135	0.1193	-1.7024	-4.2647	-1.9975
0.1535	-0.6409	-0.6803	-1.7478	-2.5702
2.6676	0.1593	2.7878	4.0181	3.1747
-1.8177	0.6085	-2.1431	-4.1183	-3.6069
-2.3072	1.0450	-2.4381	-5.0851	-3.7070
-1.8031	-0.5078	-2.2886	-3.0037	-2.1761
-0.8779	1.8227	-1.4052	-0.0097	-1.5295
0.1843	3.3933	-3.5295	-5.9904	-4.7877
-1.2191	-0.3610	-0.8551	-1.3670	1.2749
1.3667	0.9117	-1.6096	-2.1433	0.3082
-0.7856	0.3497	0.0434	-0.4533	-0.2667
3.0519	2.7238	-0.6734	0.2685	-1.1324
0.5652	2.7817	-0.1399	-0.3472	-0.0680
0.7951	-1.8109	2.7230	3.8484	2.4986
0.9078	1.8696	0.2015	0.8147	1.0660
5.3410	-1.1370	5.8365	10.8541	8.4433
2.1008	0.7894	0.3329	0.4302	0.1545
-1.1989	-2.1469	-0.1362	1.6041	4.1287
0.2522	2.8623	-0.7416	-0.4220	-0.8083
1.2629	0.0378	1.0143	1.8408	0.1282
4.3572	-0.3804	1.8874	1.0844	1.0071
-2.2004	0.7533	-1.5200	-2.9465	-1.3014
0.6981	1.6320	-0.5837	-1.1896	-0.5413
-0.0215	-1.9116	2.0722	3.4081	1.6009
-2.1038	2.2747	-2.5326	-1.9188	-1.7093
1.2965	-1.2912	0.6955	0.2926	-0.7944
-0.5067	0.4586	-0.9887	1.0106	0.6200
-1.3219	0.8183	-3.1523	-5.2928	-1.7749
-0.4050	-1.8773	-0.1641	-0.3733	-0.2235
0.4370	-0.9696	0.5732	1.8923	1.3284
-1.3540	3.1089	-3.4116	-5.7283	-4.5894
-1.9847	1.6167	-1.0006	-1.7718	-0.6811
0.4557	-0.5380	-0.0004	1.0614	1.1945
-0.6198	1.9418	-2.5611	-5.0216	-1.1747
-1.9305	1.5009	-1.9890	-2.7746	-1.9335
-0.6449	1.9035	-2.9883	-5.2272	-4.6668
-2.2450	3.2379	-5.5277	-7.6082	-5.8544
-1.6554	-0.9362	-0.7783	-0.3671	-1.6711
0.5127	0.2692	-0.9635	-2.2871	-2.9760
1.4758	1.0659	0.5535	0.6824	0.5384
-0.4986	-4.1353	2.8250	5.5523	6.3467
1.6236	0.7086	0.9265	1.3048	1.2214
0.9544	0.4985	-0.9973	0.0178	1.0915
-0.0033	3.6149	-0.8944	-0.3976	-1.8773
0.8239	-0.5867	0.4241	-0.2614	0.3818
-1.8281	-0.1234	-0.8565	-0.0984	-1.0427
1.7304	-2.4635	2.5874	4.0246	4.3226
-0.5296	-0.4087	1.5292	3.5988	3.4598
-2.0501	1.5785	-2.9416	-6.2176	-4.2797
1.8530	-0.0845	2.5304	3.1673	2.8534
-2.1892	0.2442	-2.2645	-2.1341	-0.2427
0.0432	2.7168	-2.9574	-3.3172	-2.5533
-0.0644	-3.1875	3.0997	5.4880	2.6018
-0.3898	0.8478	-1.3456	-3.5220	-0.1233
0.7178	3.8742	-1.6903	1.0863	0.9707
-0.1758	-0.1902	0.5343	-0.5769	-1.2128
0.2946	1.2040	-0.4466	-0.0590	-3.0820
-2.0336	-0.0174	-2.4738	-4.6686	-3.0020
1.3842	0.7521	-0.2062	-1.5015	-0.1798
-1.2016	-2.9762	3.0206	3.6522	3.4830
1.4259	1.3691	-0.0703	-0.0533	0.5443
0.2318	1.2530	-3.3817	-4.2368	-1.5803
0.1796	2.6145	-2.7163	-3.8431	-2.5332
-2.9125	0.8262	-1.2533	-2.6952	-2.8594
1.5900	-0.7646	0.4908	0.6912	0.4596
-2.2267	2.6670	-3.3524	-4.8380	-3.4737
-1.2752	3.2886	-3.7814	-5.2247	-1.9647
-3.3032	-0.6794	-0.3093	-0.7596	0.7749
0.6994	-0.3332	0.8626	-0.1237	-0.3601
-1.1705	-0.3764	-1.3852	-3.1891	-1.8356
1.4676	-1.2256	0.6107	0.6438	0.4883
0.9828	-0.6470	-0.4080	-0.9804	-1.8820
1.8385	-0.7731	3.3902	4.6502	0.5291
0.6138	0.4577	-2.4597	-5.1405	-2.6679
-0.6251	2.0951	-1.2745	-1.3700	-2.4527
-1.3885	1.6585	-0.1267	-0.5465	-1.6510
-0.7338	-0.4041	-2.2005	-3.1402	-1.7624
-3.7457	-0.6002	-2.3613	-2.0883	-0.8358
-0.1782	-1.5042	1.0102	0.8669	0.2494
-0.6375	0.4679	-0.8426	-1.2234	-2.4239
-0.4839	2.5393	-1.9521	-2.3798	-0.3749
1.4218	0.6018	0.1448	-0.4665	1.5541
-2.0018	-1.8067	-1.8811	-0.6650	-0.9229
0.0162	-0.5395	2.5239	3.6676	1.6803
-1.4653	1.4853	-1.6464	-1.8864	-0.6769
1.7191	0.9187	1.4139	2.8895	5.4804
-1.5360	-2.6947	2.2026	0.0090	-0.4988
0.7190	-1.1195	1.9768	3.0626	1.6368
0.7144	-2.0512	3.9866	6.4191	1.7193
-0.6583	-0.2983	0.5121	1.1756	2.0250
-2.5841	-1.2341	-1.6542	-3.7801	-2.8697
-0.2006	1.5357	0.3970	1.9968	1.3671
-1.5375	-0.0355	-1.9788	-4.3857	-1.5859
-1.9335	-1.8001	0.7922	1.2831	0.8310
-0.8771	0.1846	-2.1511	-4.1889	-3.7237
0.6455	0.1343	1.0143	0.4869	-0.0201
3.5238	-0.4660	3.2864	5.3750	5.1202
-0.9130	-2.1204	0.5292	-0.1990	2.3117
-0.0725	-0.1295	-1.0814	-3.0479	-1.8963
1.3768	0.7681	0.8267	0.4696	-0.1114
0.1529	0.1127	1.3587	1.9166	0.7520
-0.9605	1.1119	-3.1207	-4.2235	-1.5443
0.4570	1.6393	0.0628	0.7807	0.0651
0.9722	-1.8777	3.6965	5.0647	3.6495
-3.5150	-1.2765	-1.7672	-1.2009	-1.1752
-1.6431	-1.3753	0.3443	1.5459	0.4490
0.6481	0.1994	0.3151	-1.5380	-0.4263
1.3111	-4.3008	5.0272	7.2068	4.2354
-0.0586	0.7014	-0.3478	0.1254	0.5152
-2.1675	-0.3795	-0.5879	1.2622	1.7533
-0.9214	1.8766	-1.7657	-3.7217	-2.5733
2.6727	-1.6441	3.6282	4.9648	1.2484
0.4477	1.4191	0.9006	2.0099	1.1858
1.7204	-2.5648	3.3676	5.7227	5.5427
0.5598	-0.0990	0.8294	-0.0009	-1.0750
-0.1259	-1.5579	0.8159	0.9893	1.5574
-1.0642	-1.6846	-2.1513	-2.8682	-4.2359
0.2847	-0.0762	-0.8822	-0.1853	0.5523
0.3342	2.3942	1.9417	3.0134	2.5072
0.3716	2.5091	-0.9272	-2.5501	-3.1642
-0.7450	-2.2996	1.6328	3.2171	3.1050
0.0395	-0.9897	-0.1212	-0.8120	-0.4798
-1.3507	-0.5913	-1.0872	-1.2838	-2.2992
-0.7410	3.4832	-2.4457	-1.8641	-2.1251
-0.3122	0.5284	-0.5054	0.0850	-1.4498
-0.2845	-0.3576	0.9452	1.8986	1.8260
1.6699	2.0893	0.2031	-1.5743	-1.8035
-1.1174	-2.1145	1.7963	1.1038	1.1255
1.5092	1.0947	0.2249	2.1359	1.8892
1.2961	-3.4108	4.0682	5.4711	4.1804
-1.4284	-1.8535	-0.0435	-0.4585	-1.6968
-0.1771	-2.8088	0.0098	0.4636	0.5166
-1.0013	0.4234	2.4975	4.1204	2.0602
2.1446	-1.6547	2.1492	3.4996	0.7563
-1.6784	0.7152	0.0350	-0.6507	1.0465
1.1289	0.1614	-0.4931	-2.0706	-1.8196
0.7984	-0.3891	1.0187	-0.3207	-0.4299
2.6164	1.4307	1.1038	1.2724	0.4809
-0.1973	1.7959	-1.8900	-4.5167	-4.2120
-3.1141	-1.8962	-1.5527	-0.9717	-1.0245
-2.8022	-0.7248	-1.6177	-1.2861	-2.1442
-2.3695	-0.9449	-2.0268	-5.0899	-4.2371
-3.7276	-0.0980	-2.4856	-4.9674	-4.5184
-0.7092	1.5829	-1.7755	-1.3330	0.1173
-0.4775	-1.2317	0.9172	1.4191	-1.7305
1.8109	-0.3089	0.4545	-0.2604	-2.0029
-0.1698	-0.7144	-0.5819	0.1725	-1.6763
-0.7204	1.4168	-2.1228	-2.4783	-0.9996
-1.4739	0.2676	-1.0769	0.1970	1.4526
0.3799	-2.1058	2.1254	3.9340	4.6502
1.7740	0.5126	1.3405	3.8621	3.8944
0.6067	1.2533	-1.1005	-2.4331	-2.7469
-1.2457	-2.7635	1.1841	0.6125	0.0191
-1.7152	-5.3272	3.8032	8.0247	5.5985
-2.5515	2.4332	-2.8523	-5.0475	-3.7835
0.3618	1.9113	-1.2474	-4.3908	-2.3730
-0.4800	-0.7805	-0.4670	-3.7389	-5.1161
-0.8928	-0.7358	1.1273	1.2052	1.7404
-1.5671	-0.6349	-0.6853	-0.5020	-0.9472
2.0452	0.1274	0.9359	0.9026	1.3571
-2.1727	-0.2724	-2.6952	-5.5656	-2.3990
0.5345	0.3786	0.4767	0.1073	-0.0222
-1.4335	-0.6443	-1.5101	-2.8749	-3.1098
-0.8899	0.3745	0.9870	2.9176	1.7732
-4.5841	-2.3950	-2.7155	-4.3843	-3.9925
3.1287	-1.3942	3.2371	5.2852	3.9828
-0.3245	0.5210	-0.7483	-1.9766	-1.3082
-2.6091	0.8145	-0.3042	-0.1038	3.7220
0.7032	1.8790	-1.5599	-4.0958	-2.1338
0.8141	-1.2092	3.3874	6.7716	7.8484
1.1474	2.0031	-1.7623	-4.3358	-2.6775
-0.9217	-0.7660	1.8636	3.2970	3.0010
-1.2333	0.9458	-0.4109	-0.4907	1.0181
0.7566	1.7611	0.1081	0.7469	0.2116
0.8147	-1.4535	3.2533	4.9556	3.7201
-3.2698	3.0969	-3.5908	-5.2373	-2.8718
-3.9249	-2.9887	-0.3469	-0.3990	-1.8669
-1.2230	-3.4553	1.2105	3.5138	4.4236
-0.9378	1.1690	-2.9987	-4.2141	-0.7818
-0.6471	0.8674	-0.7376	-0.6843	-1.9069
-1.6124	1.5732	-1.8953	-1.6149	-1.5347
0.5151	-0.3036	-1.2101	-1.5614	0.1573
-0.6163	0.2867	-2.0233	-2.2422	-2.0493
1.6192	0.7210	0.7714	2.0304	2.9509
-1.0811	1.8322	-2.1864	-2.0538	-1.7360
0.3601	1.8188	1.4056	3.4375	0.0687
-3.3938	0.1524	-1.6904	-2.2613	-1.1134
-3.0143	1.9101	-1.2850	-0.5927	-2.0167
0.5187	0.7110	-0.2852	-1.3515	-1.2177
-1.2998	-1.9002	2.6205	3.8224	2.6393
-1.9795	-1.1696	-0.0778	-1.6340	-0.7782
2.6282	0.0428	3.1538	5.9033	5.3525
-1.6384	-1.6780	0.7051	1.7695	3.4779
-1.1913	4.0816	-5.2570	-5.9879	-2.3248
0.3513	1.8245	-1.8211	-4.0207	-2.6252
-1.4443	0.5849	0.8793	0.9204	0.3327
-0.9675	-1.4377	1.4522	3.1750	1.8900
0.0265	0.8735	-1.6375	-2.0980	-1.8087
-1.2505	1.1731	-1.7007	-3.8673	-1.2800
-0.0365	-0.4791	-0.4962	-0.1623	-1.4233
1.0820	1.2150	0.2237	0.6502	1.5929
-1.6484	-1.2042	-2.7574	-1.8728	-1.0997
-0.2227	-0.5347	-0.6616	-0.6630	-1.0963
-2.9253	2.2882	-1.5703	-1.4809	0.9293
-0.0527	1.4429	-0.3166	-0.2328	0.2880
0.2538	3.0513	0.0880	-0.8009	0.3240
-2.6030	2.3431	-3.5747	-6.5782	-3.3685
0.6211	-0.5658	0.9232	-0.0134	-0.7464
-1.2330	0.9939	-0.4108	-0.9001	-0.5907
-0.2177	2.0045	-0.9126	-1.7783	-0.1859
