X1	X2	X3	X4
0.4833	0.9948	0.8167	-0.1030
-0.4469	0.4463	2.0501	-0.8238
0.7607	0.0655	-1.8798	2.5602
-2.4234	1.3072	-2.5409	0.4427
2.9850	-5.2064	2.2033	0.3741
1.0162	-0.9714	0.4169	1.0843
0.2099	-0.2891	1.4305	2.0278
0.1224	-1.7624	-0.8701	0.2907
-1.9964	5.3981	-2.2138	0.8448
1.1217	-3.1691	2.5213	-3.1642
-3.0153	3.9632	-2.2729	2.3591
-1.8858	2.6231	0.1735	-1.3379
-2.4615	1.4408	-1.7808	3.5102
1.0506	-0.9322	-0.1302	-2.9468
-3.5234	4.9808	-0.3089	0.0258
-0.2247	-1.6653	-0.5595	0.3912
-3.9930	4.8227	-2.5771	2.7147
-4.6587	5.8361	-3.4477	0.1261
0.8946	-2.2407	0.6980	-1.0153
0.9893	1.0781	-1.3372	2.1530
1.7438	-1.2918	1.9945	-1.3344
-1.2155	3.6731	-3.7130	-0.4757
-2.3642	3.8972	-4.1603	1.9331
-1.9872	1.9445	-1.4156	-0.1221
-1.3008	3.5923	-3.5751	0.4944
1.7242	-3.1833	1.3732	0.2472
0.6183	-0.4379	0.3346	-0.1718
-0.5472	1.7678	-0.4433	-0.2038
1.1722	-1.0002	1.0738	-0.8567
2.2836	-1.0116	2.0051	-3.6734
0.7720	0.1557	-0.6488	3.2384
1.9198	-1.4280	-0.8870	2.4429
-1.4364	0.4043	1.1115	0.1074
-2.4727	5.3127	-2.2432	2.7069
-1.1611	2.6512	-0.0119	2.8549
-0.4212	0.3691	-1.0256	-1.7569
0.2058	0.1710	0.0044	-0.2015
-2.1783	4.7534	-2.6275	1.6468
6.7077	-8.5984	5.8192	-3.2625
0.9011	-0.7036	1.1274	-1.6322
-1.9057	1.1766	0.9641	1.4560
1.1679	-2.7600	1.4512	-2.2898
1.7802	-2.2335	1.7346	-0.8743
-0.8994	0.6712	0.1166	-0.7219
2.5067	-3.8387	3.2250	-5.0992
0.2993	-1.2147	1.8962	-0.4666
2.0035	-3.7196	3.8175	-1.2268
0.4705	-1.0300	0.8779	-3.2260
0.7338	1.9469	1.9910	-2.4116
0.4932	-1.3459	1.3936	0.0645
0.3452	-0.8638	1.0184	-0.6732
-1.1385	0.3247	-2.7951	1.2168
-2.2179	2.1718	0.3669	0.8148
0.8757	1.1161	0.9324	-1.8629
1.0861	-2.2711	0.5488	1.7941
1.2754	0.4958	0.9060	-2.0120
4.2121	-6.2745	6.5894	-1.4398
1.6648	-1.5243	0.4118	-1.6482
-1.0071	0.2391	1.6285	-2.6830
0.0481	-0.5188	0.2764	0.5032
3.7995	-5.6557	2.7990	0.0031
-0.5356	1.3553	-1.4123	1.1974
-0.6964	0.7849	0.0793	-0.4092
-1.1570	-0.4206	0.2682	-0.4910
-0.5467	1.7940	-3.3012	1.7345
0.6126	-0.1582	0.9827	-0.1947
0.9807	-0.7914	0.9984	-1.9384
2.0600	-2.7681	2.8354	1.1211
1.5654	-2.7455	-0.4810	0.9567
-1.6577	-0.9398	3.0806	-1.5181
-1.5775	1.6468	-1.1509	0.1303
0.0312	-0.6440	1.2859	-0.7424
-1.7438	2.9344	-5.2466	2.6752
1.3552	0.0707	-1.0004	-0.2062
2.3020	-2.8418	4.1448	-6.8893
-1.0886	2.2666	-1.2338	-1.1473
0.1311	0.0016	-0.7682	0.9510
-4.7298	5.4501	-5.2314	3.8043
-1.4416	2.8645	-1.0849	1.2636
2.4353	-6.6893	2.9965	-3.4684
1.6311	-3.7167	4.5294	-4.6049
0.7129	0.3790	-0.5915	-0.9539
0.9853	-1.1985	-0.4103	0.1647
-0.2463	0.1348	0.3997	-1.8167
2.4677	-4.1649	3.6247	-4.5539
-3.1433	2.2769	-1.4351	2.2472
-0.5997	0.7878	-0.7083	3.3493
-0.2219	2.9956	-3.2567	3.3879
3.4457	-4.5597	4.4612	-2.6982
-0.9987	0.3857	-1.3589	0.8286
-2.3675	4.6713	-3.4630	2.4612
-0.3782	0.2420	2.8704	-1.0199
-1.7842	2.9929	-0.4335	0.1881
-3.5330	4.3402	-2.4082	-1.7555
0.7279	-0.9461	0.2986	1.5253
-1.0857	4.0381	-1.1630	1.5600
1.7275	-1.7774	-0.3628	-0.6869
1.5493	-1.0240	-0.4974	-0.8631
0.5943	1.0869	-0.9582	1.5274
2.8690	-3.2563	3.3611	-1.4471
2.9257	-3.0525	2.4868	-2.7332
0.4027	-3.5227	3.5266	-0.8499
3.3916	-4.9978	3.5416	-1.4827
-1.6987	3.0726	-1.3319	1.7633
-1.5557	3.4142	-2.8666	1.5640
-0.8027	-0.0695	-1.5131	-0.9153
0.0736	-0.7860	1.5578	-0.9551
-0.4279	2.2720	-0.2011	-2.0304
1.4023	-1.8293	1.3506	-0.4297
-2.7573	2.6795	-3.9001	4.2465
-0.4203	0.9734	-1.9729	-1.8064
-1.2864	1.6348	0.8188	-0.4216
-1.7385	2.0098	-0.9753	-0.0532
-2.2093	3.8695	-1.1137	1.4301
0.8066	-1.2087	0.2463	1.3244
-1.2140	-0.2062	-1.0578	0.1600
-0.6960	0.7994	0.4188	-2.1940
1.9200	-2.6634	3.0670	-3.0305
2.0592	-4.0635	4.5978	-1.3770
2.6652	-3.7128	3.3657	-1.5910
-1.6422	2.4859	-1.9821	4.0544
1.1868	-1.3394	0.8355	1.0453
0.6707	0.0650	-1.6489	-1.5324
0.0346	1.7347	-2.8984	2.5162
-0.4212	0.0139	-0.0464	-1.7907
2.0278	-2.7720	1.8203	-1.7754
-2.1878	2.7984	-3.7490	3.2679
0.8070	-1.3033	0.0881	-1.8347
-0.1077	-1.9024	1.7961	0.5247
2.1591	-4.9335	6.6325	-5.5053
-0.0300	-1.6648	1.8453	-2.5844
-3.3999	4.8242	-2.1158	1.7990
0.1480	-1.5725	0.8437	-2.6698
1.9823	-3.1753	1.5576	-1.1294
2.6089	-4.1521	3.4486	1.7335
-5.2560	6.6287	-5.6363	7.8463
0.3536	-0.5571	-0.9817	-1.2550
-0.8702	1.7194	0.8097	-1.0582
-3.6449	4.7141	-2.4439	-0.1028
2.5143	-3.3446	1.2600	-4.8624
1.2735	-2.2038	2.8952	-3.3995
-1.2572	-0.9776	-0.0843	0.8693
3.8312	-5.7975	2.6337	-1.9688
0.6265	-1.7849	2.2480	-2.5622
0.6790	-1.1334	0.1967	-0.6159
0.1081	1.3010	-3.5990	1.0454
2.1146	-0.9540	2.0404	-1.6243
0.0365	-0.6352	-0.7213	-2.6919
-0.4249	0.3460	0.9868	-0.4075
-0.2214	1.3200	-0.3962	-1.9658
-0.1918	-0.9431	1.4964	1.6336
1.6507	-1.0985	0.5365	-1.1206
2.1983	-3.1178	1.4616	-3.5599
-1.7563	3.2385	-3.6326	3.0152
-1.8454	1.1570	-0.7387	-0.3827
1.3343	-2.6883	2.7234	-1.6175
3.0179	-4.8692	2.9028	-5.2544
0.2580	-1.1953	-0.9440	0.1418
2.1201	-2.4369	-0.0939	-1.0381
-1.0192	1.7210	0.1855	-1.5238
1.1887	-1.0719	0.7239	1.0624
2.0584	-3.2305	0.9409	0.0083
-0.4827	0.0737	-0.5072	3.0439
1.1285	-0.9235	1.3424	-2.1210
0.9092	-1.0489	-0.6473	2.4011
-3.2417	2.5092	0.4515	1.4229
2.4782	-5.4602	1.2755	-0.0098
-1.3435	3.4335	-3.9148	0.1571
-1.1343	3.5711	-0.3768	-2.2037
2.0794	-3.1259	-0.0804	1.2884
1.7978	-2.5039	2.7636	-4.1771
2.2550	-3.7133	3.2286	-3.1313
0.9811	-0.9379	1.8958	-2.1474
2.6543	-2.8884	2.5257	2.8585
-0.8480	1.8336	-0.0115	3.5895
-4.2669	5.3205	-2.9371	3.5122
-0.5032	-1.2847	1.9429	-4.9289
-0.3978	-0.2867	-0.4268	-0.7667
1.0185	-1.4342	-0.3521	3.9628
1.4247	-2.8679	0.0886	-3.6574
1.9571	-3.7417	2.4144	-4.1091
3.4760	-5.0955	5.2131	-2.0376
2.4234	-5.5613	4.6510	-1.8474
0.7347	0.1590	1.4726	-1.6465
0.8615	-1.4356	0.7517	-1.0305
-1.6648	0.6204	0.3582	-0.9059
-2.6102	3.9292	-5.3447	4.0920
0.0467	1.3368	-2.4983	1.4298
0.9549	-0.8607	1.1120	-1.1449
-0.9611	1.4355	-0.3609	1.5203
-0.0266	-0.6147	0.7583	0.6576
2.2399	-2.7874	0.3019	0.1396
0.6104	0.7339	-1.7352	0.4178
1.2434	-0.7044	1.4070	0.3888
1.0704	-2.3040	0.3654	1.5041
-0.4596	0.2533	-3.3432	1.1173
-0.0919	-1.0365	0.2518	0.4114
-0.5351	1.0634	-2.2042	5.0104
-2.5041	1.1629	2.5200	-0.6230
0.1299	1.9460	-1.8787	1.6544
-1.2547	3.9004	-4.3475	2.1884
-1.3814	2.1247	-2.0662	0.2821
1.5703	-1.2382	0.8177	-2.1443
0.3177	-0.3730	0.1167	-1.8618
-0.7143	1.6336	-1.0752	1.2229
1.1660	-3.6279	3.1018	-2.1935
-1.5572	3.5015	0.4779	-0.3391
2.5459	-2.2746	2.1049	0.3450
2.1769	-3.0118	3.2306	-2.0353
2.2460	-3.6307	5.5391	-5.0131
-2.2455	1.0986	1.7277	0.8886
0.6324	-0.9586	0.1012	2.9919
1.0406	-1.5155	0.9363	0.2473
-2.8578	3.4910	-0.2807	2.5223
-1.0803	-0.2591	0.2334	-1.1981
0.4759	1.0451	-0.8835	-1.3310
-0.4207	2.2075	-2.1733	-0.0340
2.7382	-4.7871	2.8121	-3.6069
-3.5719	4.6522	-3.3314	1.8769
1.4440	1.4395	0.6249	-0.5312
1.0012	-2.3027	1.3425	0.5070
1.2121	-1.9153	2.2605	-1.8846
-0.3512	0.4190	0.1697	0.3158
2.9283	-2.3514	1.8289	-0.6127
0.5468	-2.3691	1.2139	-1.7248
-2.7752	2.6966	-1.2113	3.3508
1.3038	-1.0569	0.9502	-1.5312
-1.0035	1.5317	-4.9867	4.0461
1.6253	-2.3069	1.6264	-1.9175
1.0680	0.7962	-2.8005	2.5356
0.3356	1.6983	-1.0563	3.5371
1.3422	-2.2305	1.2191	0.2855
-0.3273	-1.9245	0.0748	1.8252
0.1452	-0.6099	1.3791	-1.1909
-1.4478	3.0632	-1.8047	-0.5578
0.8176	-0.8639	-2.1298	0.2753
-1.2815	0.0003	1.5293	-2.8635
1.0604	-3.6932	3.7445	0.2880
0.1834	-0.6681	1.2316	0.9439
-3.0338	4.2248	-3.3083	1.4648
3.2925	-4.5650	3.4848	-3.1683
2.4240	-0.7751	-0.1248	-2.0080
-0.9575	-0.8490	0.7004	0.6302
-0.7525	-0.8206	1.6034	-0.2371
3.1474	-5.7806	3.8650	-1.6480
-1.1947	2.2771	-0.8035	-0.7070
-2.0065	2.3593	-0.0920	1.6741
1.3797	-4.2628	3.6040	-0.3309
0.6721	0.0390	-0.8996	1.9658
-1.6735	2.0734	-1.2047	-0.0968
1.4036	-1.6025	0.7370	-2.4138
0.3113	-0.0068	1.9862	-1.6741
-1.8215	2.5950	-0.0463	-3.0314
0.9610	-0.1231	-0.0929	-2.2761
-0.4296	2.1091	-1.3728	-0.8612
-0.4915	-0.1205	-0.6505	0.4613
1.7835	-3.3021	4.1038	-5.6244
-0.5010	-0.1385	-0.4778	1.0001
2.3473	-4.5291	2.3209	-2.6532
0.4503	-1.2951	1.6791	0.5772
-2.1868	2.4629	-1.0664	-0.7359
-2.1028	2.3250	-4.4700	3.5411
-2.7144	4.7650	-2.1897	2.7530
-0.0413	0.5473	-1.5077	3.2899
-0.5073	0.0286	-0.9097	1.0293
-0.3151	0.0564	1.5943	-3.5562
1.9832	-4.3670	1.6846	-0.5051
-0.1265	-0.2920	0.4359	-2.3394
-1.6708	1.8447	-0.5476	-1.6043
0.9820	-0.9190	-1.8713	4.3085
-0.4160	-0.2254	-1.6642	-0.2492
-0.3266	0.4575	0.8529	1.9110
-0.8633	1.1502	-3.5805	1.2594
0.8169	-1.5419	1.7886	-1.6153
-1.8050	-0.4300	0.3783	-0.3982
-2.6035	3.1410	-1.1079	-1.8392
1.3200	-1.5188	0.2214	2.6136
0.5824	-1.0258	1.8195	-0.7269
-1.9800	2.8568	-2.5627	2.1322
1.5593	-3.2141	3.9718	-2.3569
0.6032	2.0693	-1.6617	-0.6860
-1.1488	-0.3849	-0.3694	-0.4872
0.9376	-0.4751	-1.2248	1.8626
-1.5874	2.2718	0.1958	0.5979
-1.9156	3.3890	-1.0979	-2.1727
2.4691	-4.2285	1.8238	-2.6738
0.0166	-0.6289	-1.6618	1.8493
-0.8073	1.8931	-2.3469	-0.2570
1.3514	-1.1593	0.6891	-0.5524
1.1358	-2.2162	0.8506	-1.2774
3.0605	-6.0286	3.9440	-1.4995
0.9090	-0.4415	0.2407	1.7577
-0.6603	2.0587	-1.8735	3.0799
0.9248	0.3771	1.8815	1.6127
-1.7751	4.0731	-1.4415	3.3666
1.2626	-0.5517	-0.0148	-1.5493
0.7294	-1.5001	5.3080	-4.0655
1.5125	-1.4047	-1.5979	0.8999
-1.0162	0.4780	0.8544	-0.6338
1.4069	-0.9963	0.5220	-1.0498
0.0706	-0.7243	-1.2136	0.6513
0.0118	1.7826	0.5564	-1.0101
-0.4757	-0.3423	-0.8140	-1.2068
-1.3822	0.2538	2.4522	-2.1863
0.0792	0.4009	1.2876	0.2220
-3.3938	5.1413	-5.4668	2.1053
1.1362	-0.1089	-0.2805	-1.0752
-0.9984	0.8605	-0.3897	0.7427
0.4009	-1.2165	-1.6150	2.8729
-2.4979	3.0966	-1.1048	2.7158
-2.4306	4.7759	-2.5495	0.9799
2.1501	-2.2842	2.1717	-2.1504
-1.1137	2.3072	-0.9840	2.4801
-1.0093	3.1891	-1.6972	1.8972
1.0123	-1.2481	2.2432	-4.2394
0.5678	-1.9080	0.4957	-1.9011
-1.1475	2.0122	-1.6535	0.1492
1.6208	-2.1496	1.0100	-0.4237
1.6926	-1.6242	-0.8967	1.3610
-0.8179	1.5342	-1.4107	2.6162
0.9114	0.0543	0.9264	2.4302
-1.6727	2.8283	-1.4601	0.9702
0.2734	-0.8439	2.1470	-0.6261
0.0443	-0.3582	1.7375	-1.2375
-1.8790	4.2280	-3.4589	1.4625
1.0886	-0.8534	-0.2343	-2.0556
-0.7961	-1.4788	-0.0393	-2.5669
2.6049	-3.7579	2.8162	-1.7324
-0.9983	1.6051	-1.7941	0.2679
1.8902	-2.1899	2.1966	-1.3463
-3.4214	3.6293	-2.6913	3.4523
1.7781	-1.6748	1.2039	-0.9991
-2.9451	3.5319	-2.4987	-0.7302
0.9390	-1.4322	1.8525	-2.8930
-0.1423	0.3619	2.1269	-3.7712
-0.9506	2.0603	-0.8798	0.8810
-0.6649	1.7907	-0.2783	2.7082
0.8345	-1.4114	-1.5451	-1.1841
0.8416	0.0118	-1.6991	2.5737
0.2610	0.6620	1.5284	-0.4309
0.6651	-3.4939	0.9922	-2.5448
1.9326	-3.9649	2.3591	-1.5438
-0.4032	2.0720	-2.1272	0.6975
1.2733	-2.4220	1.9593	-2.4888
-2.1227	2.7953	-1.4768	3.5187
3.7303	-3.9749	1.8657	-0.3089
-0.2127	0.2082	1.1049	-0.7540
-0.1577	0.0742	1.4669	1.0705
-1.0820	2.6280	-0.5105	-1.4076
-0.3602	-0.9863	0.1732	-1.1650
1.0607	-0.6782	-0.3550	-1.7433
1.3560	-2.4044	4.0120	-3.8478
-3.3162	3.7079	0.1314	-0.7974
0.8090	-0.6697	-1.3352	3.8430
0.7376	0.2161	-1.0504	0.9077
-1.8278	2.4828	0.0569	1.9981
-0.8607	1.5036	0.5660	-1.6403
-1.0952	2.6776	-2.0192	-1.2558
0.7885	-0.3211	0.7815	1.7303
-3.2768	5.5844	-4.4398	4.1887
0.6617	-1.7350	0.6209	-1.0745
-2.2710	2.5003	-2.1394	1.5077
-0.4693	0.4201	0.4471	-1.5821
0.7434	-2.5690	0.9093	-0.9086
-1.4229	2.9913	-1.4544	0.4889
-1.5150	1.8250	-3.4217	0.5995
1.8356	-1.1636	0.2673	3.3280
-1.2275	1.7639	0.3961	0.8939
3.3563	-4.1276	2.3028	-1.4136
0.4958	0.3435	0.9711	-1.7145
1.9937	-2.5598	0.3268	-0.7499
1.5696	-3.0712	1.0593	-0.1477
0.6775	1.9679	1.0086	1.7171
-1.3810	2.4189	-2.1483	-0.0203
0.4674	-0.9928	-0.3510	0.9079
1.9358	-3.3704	2.4630	0.0906
3.4962	-4.9384	1.5484	-1.9419
-2.0586	3.9324	-5.3344	7.1554
-0.4168	1.1571	-2.9138	1.2333
0.4311	0.3651	-0.0478	2.4457
-1.4001	1.6733	-1.3277	-0.6301
-0.5681	2.7337	-2.5014	1.1394
-3.2774	6.3466	-4.5821	0.9299
1.4720	0.2139	-2.8939	1.5468
0.9113	-1.4944	0.7225	0.0178
-2.6031	4.1277	-3.3743	3.1864
-1.8454	3.5137	-4.3429	2.2706
-2.4773	3.3929	-4.2474	3.8898
0.8567	-2.0278	2.2026	-2.5945
1.5364	-1.7663	1.9983	0.1438
0.2370	-1.0952	1.0202	0.6644
-0.1614	0.5217	-2.7830	5.7433
2.3362	-3.2806	0.1642	0.2210
-0.1898	-0.5339	-0.6074	0.0754
-0.9003	0.2863	0.5400	-0.1403
-0.0166	-1.1185	-0.3990	-1.3437
1.2560	-3.3147	2.9521	-3.7248
2.3244	-3.5451	0.7979	-0.2893
-0.8779	0.0251	1.9283	-1.9232
1.9250	-2.1313	2.1332	-2.8456
1.7201	-3.2695	2.9131	-2.6163
0.7596	-0.2490	-1.2349	1.2033
-1.5992	3.1100	0.1082	-3.0093
-0.2541	0.9101	-3.9552	1.1286
0.7130	-2.8651	1.5903	1.0326
0.6766	-0.6547	-0.2474	0.3929
-1.6432	3.9385	-1.0241	-0.2330
-0.4408	-1.1395	2.6549	-1.7223
-0.1071	0.6903	-1.6576	-0.5475
-0.0114	-1.1852	0.9760	0.4618
-0.3380	-0.5095	-0.2835	1.8059
0.8454	-1.1546	-0.4014	1.2588
-0.2374	0.7670	-0.7263	1.6838
2.3567	-2.8675	1.4035	-0.0492
-1.2768	1.2499	0.7270	-3.9904
3.3866	-4.4117	2.5137	1.5154
-0.6374	2.0809	0.6960	-0.1506
2.1132	-2.8596	3.7121	0.6604
-0.1725	-1.5758	1.0722	-1.9899
-1.4375	1.3973	2.2079	-2.1502
-1.3858	1.3237	0.5400	-0.6116
-2.1444	2.9371	-2.8709	0.0533
-1.4075	2.0908	-1.2895	2.4425
2.0539	-4.0151	4.4162	0.1400
-1.5983	2.8727	-1.9664	1.7177
2.8714	-4.4406	2.2324	-5.6920
0.6608	-1.2968	0.4926	-1.3594
0.2265	1.2669	-2.7780	2.6726
0.1477	0.3428	-0.8948	-0.8485
-2.4724	4.0512	-1.5994	1.7774
-0.2730	-1.0163	1.4474	-3.5532
1.1559	-1.4453	0.5985	0.5235
0.4427	0.5535	1.1643	-2.7164
0.5666	-0.8211	1.0077	3.4879
-0.0231	0.8827	-1.0617	-0.3651
-0.7628	1.6556	-0.2797	-1.3479
-1.9997	1.8147	-1.1891	2.4071
-2.6363	3.6448	-3.3742	1.0443
-1.3767	0.4313	-1.6227	1.3824
1.6429	-1.4162	-1.3247	-0.8525
-1.3132	-0.2357	0.6538	-0.2497
0.4154	1.0370	-0.9801	3.5181
-0.2566	-0.7893	-0.2257	2.7240
-0.6877	1.4002	-2.9951	0.9035
-0.0231	-1.7146	1.6151	-2.7442
-1.0659	1.0261	-0.7140	-1.0691
1.5397	-1.7437	2.5044	-3.0546
4.2368	-4.9766	5.3573	-6.3826
-1.2585	0.2122	0.3837	-1.2266
0.3982	-3.0785	2.3723	-3.2200
2.1463	-3.2685	3.2932	-1.8343
-0.0647	-1.4213	-1.1823	0.9139
2.6447	-4.3465	2.3848	-3.9587
-1.9526	4.9976	-1.6889	-0.5997
0.1990	0.0961	1.6128	0.4050
0.1764	-0.9440	0.1530	-2.0368
-3.4204	4.9875	-2.8102	0.9009
1.9929	-4.4909	3.0770	-7.1560
-1.2281	1.9378	-0.5286	-1.7820
2.2174	-3.8080	3.3064	-3.5737
1.2011	-2.4105	2.6499	-3.4340
-0.8248	1.6551	-0.3054	0.5060
1.2722	-1.7053	3.6538	-1.1343
-0.7326	1.1873	2.5334	-1.7431
-1.9787	1.8636	-1.9374	2.6812
-0.1082	-0.2865	1.3948	-0.8663
2.8458	-2.3345	-0.5997	0.3648
-0.1704	-1.4838	0.2094	0.8450
0.9409	-0.8251	2.1245	-2.3654
-3.5908	5.2481	-4.4655	3.2330
0.0430	0.5639	1.1362	-0.6020
-0.6883	2.0468	-1.6201	4.7797
-1.1626	0.4387	-0.9056	0.7308
1.0973	-1.2028	0.3617	-0.9746
-1.0538	4.0708	-4.3558	4.9951
-1.6591	3.2622	-0.9648	0.1864
0.1235	-0.8777	2.9949	-0.7093
-0.9435	1.1575	-1.4956	0.9932
-0.3312	4.0587	-3.1710	3.1142
1.0668	0.0938	-0.6088	0.8947
1.2272	-0.2389	-0.9800	2.2638
1.2629	-1.5627	0.1846	0.7614
0.1628	-0.3513	0.2389	-2.0619
-1.1090	0.7156	-0.5224	-1.1571
4.0992	-7.4618	4.6826	-7.0377
0.6436	-1.5257	1.0065	2.4243
-0.2089	1.5767	0.8713	0.8575
-1.2635	1.8723	-3.8154	3.0404
3.5878	-4.7729	2.3068	-1.0712
-0.2301	0.2900	-1.4258	2.4218
1.1029	-1.9623	1.8677	-0.0401
-0.4229	-0.9332	1.0056	-3.3888
-0.0726	-0.5524	2.1742	-3.3476
1.0923	-0.9266	0.6573	0.9386
0.9944	1.1793	-0.6315	-1.6044
-0.3975	1.1411	-0.5557	-1.7210
-2.6711	2.2818	-2.9216	0.0625
1.7141	-1.7526	2.1493	-0.3793
-0.1717	-0.1260	-3.4244	0.1543
1.4601	-1.4186	0.5472	-1.2244
3.1626	-4.3679	5.0693	-5.3153
1.4400	-2.1011	1.3476	-2.4058
-0.2190	1.6387	-2.2434	5.9233
-2.1115	2.1260	-4.4432	1.1573
-4.1488	6.8225	-5.0869	5.0017
1.4245	-0.8541	0.7167	0.5784
4.8551	-6.1749	4.6590	-3.9562
-0.0708	1.7503	-2.3181	4.9543
2.1805	-1.9256	2.7581	-1.9166
3.2436	-2.6140	1.6178	-0.8281
-2.1353	3.1085	-1.3678	1.5000
0.3014	-1.5068	-0.2148	1.0061
0.4264	0.3321	1.8270	-2.9679
