X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
-2.0388	-1.6798	1.2260	-1.2561	0.3621	0.0400	0.1411	0.9476	0.0138	-0.9713
-1.5911	-2.4721	1.8284	1.2883	0.0944	-0.0522	0.5807	0.2987	1.3394	-0.9695
2.3330	4.0018	-0.9884	0.1258	3.5097	0.8604	-0.1354	0.9617	-1.4233	0.9168
1.9422	3.2203	-1.1457	-1.8934	-0.8592	0.0845	0.3469	-0.8456	-4.2405	-3.7181
2.8963	4.7371	-2.2218	0.8400	2.0948	-1.5532	0.9348	0.6766	-1.9324	-0.9557
1.3134	3.9177	0.5485	0.3568	-1.8692	0.2565	-2.5230	0.2380	-0.6308	-0.6934
-2.0181	-1.0171	1.8726	-1.0353	1.5625	1.0877	0.1369	-0.5928	-2.2105	-3.0178
-0.3578	0.8898	-1.3572	-1.2403	-0.1491	1.7948	0.4456	-0.9505	1.5190	-1.4796
-4.3380	-6.2385	-0.0023	-1.2180	-0.9924	1.7572	0.0763	-1.3970	-5.0944	1.6060
-2.0128	-3.2972	1.7524	0.1691	-1.5222	0.3233	-1.0316	1.0303	-2.3731	0.1882
-1.4373	-1.9747	0.6029	-0.2634	-1.4267	3.1711	0.3882	0.4042	1.1716	0.3101
0.1177	1.3452	-1.6338	0.0072	-0.5068	1.1598	0.4851	0.8307	0.2008	0.1146
-1.0008	-3.5397	2.1690	0.4482	1.3441	2.4781	-0.3447	-1.8292	0.0383	-1.1194
0.5846	0.1498	-1.5791	1.5250	1.8191	2.7305	0.6188	-0.1982	-1.6038	-1.3037
-0.5420	0.2286	-0.1088	-2.3162	-1.6548	1.2954	0.3861	1.1541	1.2413	0.3902
1.6696	3.9954	2.5007	-0.8171	2.0938	-2.0820	0.5750	0.4739	1.3595	0.6955
0.4497	-1.2274	-1.8196	-0.5154	0.2315	0.7809	-0.7788	-1.3650	1.3009	1.3965
-1.6813	-1.9036	0.5253	1.6208	-2.0222	1.3028	-1.2668	-0.4721	-1.4804	-1.1854
-1.6999	-3.0732	-0.8653	-1.3843	0.2745	1.0737	0.5897	-0.2598	1.6953	0.3407
1.3611	1.1634	-0.9108	0.8392	-1.0493	-1.4582	0.2495	1.9248	-3.1629	-0.2475
-1.6241	-4.5591	-1.0177	0.7589	0.6478	-1.7423	-1.2248	-0.7604	1.0838	-1.4285
0.6878	0.1354	-0.1387	-0.1151	-0.3298	2.4626	1.4043	-0.3879	0.3990	-0.8044
-1.0310	-1.2021	-0.1159	0.9515	0.6386	-3.5484	-0.8555	0.8053	0.3945	1.2583
0.7732	1.4842	1.3472	0.1151	1.1651	-0.3785	-0.1376	-2.0709	1.0722	0.0863
2.2738	3.5892	-0.0307	0.2925	0.4735	0.3963	0.9022	0.5595	-2.2281	-1.6617
0.3734	0.4035	-0.9995	-1.0153	-0.1047	1.5814	1.0964	-1.2254	-0.4575	0.7103
-1.2465	-2.5809	0.4643	-0.8765	1.5747	0.7337	0.4885	-1.0114	-0.9136	2.2368
-0.8033	-1.7443	-0.8835	-1.4584	2.7036	0.8222	-0.5650	-0.9222	-1.6684	-1.4254
-0.0212	0.2907	-1.2711	-0.1793	-1.3518	0.6987	0.1074	-0.9875	-2.7971	-0.6658
2.4126	4.0518	0.3295	0.3419	-1.2440	-1.7927	1.2888	-1.4415	-0.8270	-2.3370
-2.3768	-3.7905	-0.5565	-0.4239	0.4593	-0.4326	-0.5707	0.6088	-1.3581	-2.4563
0.5968	0.5460	0.3584	-1.5746	0.5235	0.7427	0.2383	0.1603	-0.5664	1.6849
3.4834	2.4421	-0.6193	0.3864	-0.7760	0.2856	0.8015	-0.0425	-1.0837	1.3631
-1.0791	-2.5579	0.1779	0.0387	0.5748	-0.4462	2.3143	1.3541	-0.7058	3.2091
1.8484	2.4924	2.0802	-0.0777	-1.2100	-2.0887	-0.8200	-0.3758	1.6995	1.6066
-1.6259	-2.5387	-2.5346	-1.2939	1.3193	-1.0123	-0.9413	1.0348	-0.6488	0.2377
-1.5411	-4.5799	0.7560	-0.1856	-0.2097	-0.3202	-0.9452	-0.9620	4.0159	-1.1293
-1.4037	-1.2640	-1.1746	-1.1549	1.0870	2.2244	-0.0855	-0.5441	0.7443	-0.7243
4.1540	6.3420	-0.2944	1.7949	2.2048	-0.7972	1.9791	-2.1710	2.8981	0.6579
-1.3142	-1.5645	-1.3026	-0.5982	0.9810	-1.2769	-0.3904	1.1565	-1.0628	-0.3454
-3.5132	-5.6760	1.2703	0.5886	-0.0287	-3.1308	-0.3579	-0.3056	-2.4525	-1.2504
-1.2182	-2.0758	-0.1389	-0.7279	-1.1039	0.8196	-0.1360	0.6212	-3.2659	0.3112
-3.7928	-5.5816	-0.7433	0.3510	2.2436	0.8999	-0.3962	0.8240	-1.6400	-0.3292
0.8963	2.3248	-1.0299	-0.5678	2.0837	1.7191	-0.4468	-0.7027	-0.1691	2.0093
1.5512	1.9888	1.5882	-0.4760	-1.6278	-0.4872	-0.3590	1.2809	2.8539	0.1972
-0.8733	-1.3638	-0.0025	1.5429	1.0175	1.0985	-0.6499	0.3401	-0.7275	0.3264
-0.0123	-1.7556	0.6193	0.1122	-1.5703	-3.0353	-0.0155	1.0649	2.5562	0.9316
2.5036	4.1087	1.5937	1.5866	1.7873	-0.7706	2.0092	-0.7353	-0.9227	1.0058
1.5169	2.4259	1.5967	0.9039	-1.1325	-1.0248	2.6167	0.9302	0.6683	-1.2132
-2.1611	-4.0448	-0.0882	-1.0878	1.0456	-0.0049	1.8458	0.6014	1.2988	-0.9235
-1.1962	-1.5443	0.4346	0.9684	2.1865	0.8695	-1.7532	0.3322	-1.8264	0.8147
-1.3112	-0.4457	-1.1081	0.5222	2.0826	-1.7691	-0.0018	1.0192	0.2878	-0.9929
1.2589	1.7391	-1.0022	-0.0295	-1.3667	-1.5891	-0.0129	-0.2964	-0.0510	-0.6650
-2.0667	-4.4749	-1.1963	0.3448	-1.9596	-1.6356	1.4104	-0.2184	0.7819	0.0394
-1.1592	-0.0493	-0.5897	2.5996	-0.9444	0.1318	-0.8747	-0.1451	-1.1436	0.8399
-0.4446	-1.7319	3.3448	-1.1403	-2.0946	2.3967	3.3858	0.1433	-1.0694	-1.5179
2.8289	3.5466	0.1541	-0.9150	0.6052	1.7105	0.0110	0.5384	0.1491	-0.4297
-1.4941	-2.5175	-1.3202	1.0817	3.7182	3.3294	0.4803	0.0606	-0.6012	0.1267
0.3005	0.3389	0.8065	-0.2516	-0.8177	1.2451	-0.4239	-0.8704	-0.9417	-1.4655
-0.2624	-0.0824	1.5944	0.6170	1.5497	-0.1183	0.4618	-1.2432	1.3770	-0.3862
-3.2391	-5.4787	0.9116	0.0168	0.9632	-2.3946	-0.2678	1.9516	-1.8549	-2.1554
0.0955	-1.0940	-0.5627	1.0252	-0.9666	5.1363	0.5058	0.5218	1.2448	1.6855
-2.4566	-3.2463	1.7702	0.3109	0.3424	1.8013	-0.7999	0.4691	1.7929	0.0776
-0.9941	-0.0003	-0.7004	-0.0911	1.1785	0.9593	1.4152	0.5537	-0.9478	0.2505
0.1472	0.9092	2.1643	1.4056	1.0621	-3.1169	-0.3522	-0.3665	0.4852	0.7007
-1.2715	-2.0127	2.1951	-1.4545	-1.9260	0.5957	-0.3934	0.8243	-0.6909	-1.1597
0.4405	0.0761	-2.4626	0.2262	0.4817	-0.6857	-0.3173	-0.4581	-1.7045	0.8219
1.5797	0.2875	0.4983	1.3570	0.8016	0.6739	-1.8032	0.9561	0.6479	1.8295
1.5069	2.6759	2.3169	0.0410	0.6833	-0.5568	-1.0914	-0.8487	0.5262	-0.5927
-0.0656	-0.3328	-0.0610	-0.5077	-0.2995	0.3343	1.2459	-1.1730	-3.0974	-1.1518
-0.5393	-1.5462	2.6143	-0.6785	0.4251	-1.4357	0.2244	1.1755	-1.4370	0.1308
3.4721	4.0958	-0.1885	-0.5401	-1.0342	2.1985	0.4232	-0.7102	1.5010	0.1960
0.3868	0.4829	-0.0277	1.0073	-1.6295	-0.9477	-1.9650	0.5209	-0.1062	-0.0923
-1.1841	-0.8075	-0.5400	-2.0502	2.5312	-0.2658	-1.8452	1.3098	-0.5089	-1.0274
-0.0460	0.1907	2.5986	0.5166	2.3203	0.6853	0.6494	0.6229	0.2510	-1.8948
-0.8941	-2.8915	-0.0359	-0.1588	-4.0803	-1.4446	0.9750	0.4518	-0.3126	0.3948
-0.7862	-0.9289	-0.6114	-1.8918	-1.8815	1.0676	-0.6438	-1.2849	-3.4920	-1.9104
-3.3833	-5.9294	1.7977	0.4708	-2.0229	-1.4046	-0.4803	0.3660	0.3821	-0.7930
2.0294	2.8201	1.0660	1.0183	-0.4310	1.5553	-0.5436	-0.9792	0.3828	-0.4960
-2.2301	-3.9003	-0.7591	-0.6793	-0.3648	1.2903	0.8407	-0.0898	-0.3677	0.3192
0.3971	-0.2532	1.2296	-3.4225	4.2756	0.9078	0.5872	1.2109	1.3002	1.5325
2.2808	4.7724	-1.5110	0.6399	3.5604	-1.6247	-0.0269	-0.3001	-0.9584	-0.1743
0.1691	0.0566	-1.9482	1.2607	0.6308	-0.0409	0.0824	-0.5408	0.3797	1.7815
1.8972	2.6433	2.2237	-0.4679	-0.3800	-0.2506	0.7884	-0.3506	-3.0906	0.9857
-0.8220	0.3389	-0.2284	-0.9975	1.2571	-1.5918	-0.2688	-0.0300	0.9067	-0.6426
-1.7234	-3.3692	0.9720	0.0333	-2.3097	-0.9651	-1.1487	1.0401	1.1908	-0.6438
0.1903	-0.0490	-0.3169	0.1948	-1.4205	0.1293	-0.1058	-0.4496	-0.4644	-1.4498
0.2516	0.0853	0.0952	-0.5799	-0.9376	1.1244	-0.0417	1.5134	-1.1121	-0.1808
-1.6975	-3.4934	0.7592	-2.0791	-0.8656	1.3655	-1.5271	-0.9351	-0.6767	1.5190
-0.4482	-0.1544	0.5366	0.1993	-1.0219	-1.4937	0.0670	-0.7960	1.7505	-1.8314
-0.7639	-1.1561	-0.2976	0.1087	-1.9111	-1.3300	0.8223	0.0299	-3.7154	-0.6019
-1.2931	-0.9844	-0.9928	2.1316	-0.5435	0.2263	1.2005	2.7501	-2.0558	-0.2461
-0.0204	1.6972	-2.0412	0.3368	-1.0451	3.4625	0.7441	2.2448	0.6765	1.7416
0.5683	2.0128	2.5977	-0.0517	-2.1519	0.3810	-1.3279	-1.2630	0.4713	-0.4873
0.2663	2.4004	-0.7662	-0.4028	-1.6219	0.4674	0.3569	-0.3565	-2.4464	-0.5738
1.8488	2.7470	1.2882	0.0652	0.4371	0.6069	-1.6088	-0.2999	-1.1444	-0.6442
2.7316	4.3175	0.2084	-2.1152	2.4683	-1.7165	0.8116	-0.9182	1.0101	0.0245
1.4924	1.4977	-0.6752	0.1881	3.4318	1.4091	0.0991	0.2803	2.3392	-1.5100
-3.5006	-4.3505	1.5196	0.1616	1.2071	1.0969	0.1068	0.2237	-0.0452	-0.8948
-0.8865	-0.2250	-0.3951	-1.0725	-1.0890	0.7628	1.2516	-0.8049	2.9171	-0.1955
0.4303	1.6738	-0.9253	0.1930	0.9185	-1.8027	0.1181	-2.4503	-1.0293	-1.0404
0.5461	1.3020	0.6553	-1.7939	3.2608	-0.4780	-0.4493	-0.6045	2.6438	-0.7601
-0.6302	0.5366	-1.7451	-0.6056	-1.6918	-0.3999	0.3129	-1.0955	-2.4267	-0.4144
0.8044	0.0221	-0.5679	0.4292	0.2819	-0.5360	-1.1281	-0.7504	-0.0048	-1.2003
-1.5678	-1.7271	2.0145	-1.1593	0.3237	0.8143	-0.6659	0.9194	-1.9925	-1.0704
-1.1093	-2.8203	-1.4296	1.3857	-1.3017	-1.4297	0.6462	0.9334	1.7070	-2.2811
0.5200	1.7005	0.8656	-0.5754	0.6103	2.2305	0.6111	-1.1118	-2.6365	-0.6569
-1.0978	-1.0565	1.8039	1.5024	1.0129	-3.4151	-1.6598	-0.9454	-1.8854	-1.8198
-1.9057	-4.3121	0.1034	1.1791	-1.1560	0.2243	1.1647	0.2130	0.4696	2.7038
-1.6720	-3.0465	-0.6224	0.6112	-1.1914	-0.8767	0.7008	0.7272	2.2279	2.7556
-2.3239	-2.8625	-0.5653	0.3933	-1.5929	-2.1817	-0.3902	1.4649	-0.4357	-0.3349
-0.2407	-1.4546	1.9781	-1.7241	1.9603	0.5619	-1.1174	-1.0141	-2.9087	-0.5479
3.3456	6.1336	1.3408	-0.4445	-0.8580	-1.1981	-0.5656	0.6712	-2.4468	0.7159
-0.1900	-1.4121	0.5928	0.2173	2.0189	-0.6421	1.7238	-0.4281	0.3982	1.3100
1.8173	3.4808	0.5696	1.2944	2.2337	0.8661	-0.3835	0.4030	-0.4505	-1.7869
-3.4046	-4.6291	-1.1471	-0.4177	-0.5895	2.0077	-0.0536	-0.7457	-1.3473	-1.1414
1.9452	4.0599	2.6243	-0.0546	2.3416	-4.0166	-0.0027	-0.3683	-1.5186	-2.8645
1.3965	1.2330	2.3232	0.7360	-1.9590	1.9598	0.3817	0.1989	1.2157	-0.1023
2.4405	3.0380	-0.5708	-0.5151	0.6191	-1.3622	1.9436	0.2140	2.5353	-0.5772
4.3571	7.5491	0.0617	-0.8915	1.4676	3.8042	-0.0678	-0.3811	0.1527	-0.8304
0.7469	1.8650	2.1973	0.6692	-0.5031	0.5970	-0.0866	-0.2499	0.5620	0.2793
-0.5002	-1.9076	1.8646	-1.2088	-1.1614	0.3186	-0.1400	0.0061	3.7365	0.3388
-0.8099	-0.4681	0.6576	-1.2846	0.6450	-3.3774	-1.0503	-0.4099	2.9461	-0.8879
1.4445	3.0094	-0.4984	-0.0363	-1.0720	1.3304	0.0871	0.4239	-0.1540	1.6959
1.3311	1.6069	-1.6039	0.5719	0.7738	2.5021	-1.3852	0.6153	-0.1567	-2.4898
-0.9970	-0.9224	0.8253	-1.8308	-0.4124	1.3970	-0.9543	-0.6426	-3.2047	0.1428
0.5234	0.7882	-0.9173	1.1774	2.1357	-1.4626	-1.3090	-0.2548	-1.8924	-0.1919
-1.5213	-2.8755	-2.6688	0.5792	1.1303	1.6031	-0.0390	-0.4807	2.4872	0.9359
0.1713	-0.4758	1.8093	1.1127	0.6337	0.3979	-1.6255	-0.7429	0.5791	-0.6488
0.0640	1.3625	-0.2874	-1.2955	-0.4492	-0.1869	1.1061	0.3694	-0.4809	0.6201
2.9297	7.1958	-1.3230	-0.0562	1.8235	1.0749	-0.1789	0.1996	-0.4376	-0.4389
2.7063	4.4885	-0.7099	0.9907	-0.4067	-1.0817	0.3934	0.5019	0.0114	-0.7482
0.7661	-0.4659	-0.1587	-0.0734	-0.4269	2.4577	-0.4910	0.1630	1.0562	0.0221
2.1361	0.6723	-0.5242	0.8933	0.3238	-0.0025	-1.0888	-1.9620	2.4868	0.3603
0.5587	2.1704	0.0851	-1.1144	-0.0683	0.8329	-0.1560	0.0518	-1.8156	-1.0309
0.3542	1.2270	0.8430	0.4383	0.5174	-0.4379	0.9946	-0.8733	0.0348	1.9167
1.2362	1.4470	-0.1111	0.6509	0.8231	-2.2003	-1.1198	-0.5722	-1.8667	0.0442
-1.0077	-2.1355	1.0253	-0.0696	0.9100	-1.5483	0.2692	0.2213	-2.0328	2.2225
1.0314	-0.2451	-0.8447	-0.3157	-0.0147	1.4923	0.9240	-0.9542	1.7765	-1.8111
-1.7780	-2.9740	-0.6469	-0.0387	-2.4893	1.5386	-0.6234	0.0313	0.7995	-0.8604
2.6387	4.7240	-1.1598	-0.0671	0.2479	2.3404	-0.8037	-0.3327	0.7259	-1.8335
2.6391	3.5649	-0.2080	1.2646	-2.8858	-1.2813	0.4612	1.4414	3.3179	0.6406
-1.3121	-0.8281	0.3707	0.1909	2.6347	0.1808	0.1635	-0.6504	-0.1581	-0.4479
1.3871	2.5660	0.7624	0.7656	-0.1392	1.2380	-2.3953	0.8136	1.1490	-0.7525
-0.8624	-2.2654	-2.2631	1.1140	1.9868	-0.0023	-0.9526	-0.2777	-0.6268	0.7980
-0.5488	-2.2842	0.3153	-1.3283	-0.8377	-1.1810	0.8119	0.7234	-1.7767	-0.5134
