X1	X2	X3
0.8216	-1.2839	-0.2569
0.2810	2.4699	-0.4829
-0.7446	2.0014	1.1952
1.2329	2.0325	-2.3723
0.1032	1.2384	1.7391
-0.2749	1.5353	1.7235
-0.0651	-2.5584	2.1093
-0.2994	-1.2258	-1.2295
-0.2105	-0.6036	0.9689
-1.2442	-2.9778	3.6765
0.1908	-1.7405	1.1137
-2.6488	2.6077	0.5376
1.1462	-2.2203	-0.2591
0.1388	-0.6665	0.9629
-1.3173	-2.8530	5.8211
-0.7899	-0.2697	-0.8084
0.5339	0.9325	-0.7124
1.9070	1.8827	-4.3889
0.5013	2.3157	-1.9965
0.9845	0.0388	-1.4837
0.4612	-0.0371	-2.6803
-0.5751	-1.2993	2.6914
-0.2021	4.3234	-1.6120
-0.8848	1.3533	-1.7043
-0.6569	0.6357	-2.1913
-1.6452	-2.1025	2.1872
0.6464	2.0386	-2.9907
-0.4624	-2.6273	1.6440
-1.1890	0.9753	0.8833
-0.3300	0.5924	-2.1506
-1.2778	-3.1344	1.5452
1.5365	4.1925	-4.7739
-0.2632	1.4513	-1.0609
0.0544	0.3655	-1.3904
-0.9648	0.9959	-0.7428
-0.5898	-0.1139	-1.0399
0.3746	0.4611	-1.3967
-0.9379	-1.5389	1.1238
-2.1790	-1.1781	4.3100
-1.6313	0.2044	0.4496
0.1758	-0.3579	-0.7308
1.5968	-0.4743	0.2432
-1.2300	-2.8925	4.8259
1.2658	-3.2168	-2.8706
0.4950	-3.0301	-1.1687
0.7963	2.1001	-1.8573
1.8884	0.2927	-2.0411
-0.4692	-0.9602	-0.1438
1.2058	-1.2745	-2.7944
1.6075	3.5572	-1.4841
-0.8645	1.8739	1.0835
-1.3855	0.9809	1.3192
0.6242	-0.1499	-0.8700
-0.9104	3.1818	-2.4417
-0.6415	1.1610	-0.3276
0.2158	0.4422	-1.1135
0.7915	-1.7099	0.1015
0.5905	2.6152	0.1373
-0.0253	0.2464	-2.3093
-0.1664	1.7852	-1.9109
0.8606	0.6717	-1.3015
0.8204	-1.4269	2.2200
-1.1497	1.5552	1.8907
-0.3445	0.0489	3.9985
0.4223	0.5194	1.8082
0.1046	0.4591	0.8633
-0.2287	-0.9487	-0.9906
-0.1950	2.7155	-3.1638
0.7087	-0.0344	-1.0680
-0.4453	0.6127	-1.2194
0.1784	-2.0133	2.4828
-0.0183	0.1248	-0.1537
-0.6184	-1.1293	-0.6803
-0.3319	-1.9442	1.1947
0.7692	-0.5753	2.2391
0.2290	-0.3237	2.0731
-0.2196	0.7089	0.3223
-0.2203	-0.9883	-1.4272
-0.9488	-0.7320	1.7130
0.4083	-0.1487	1.5533
-0.4852	3.3702	-1.9793
1.5201	2.4664	-5.1262
-1.1208	1.2902	-2.0578
0.9481	-2.2838	-2.4577
0.6235	0.6463	-2.8842
-0.7729	2.6839	-0.0764
-0.2645	-0.9074	0.7823
0.4640	-0.8680	1.8650
-1.1709	1.9996	2.7479
1.0273	3.4896	-3.7911
0.4416	-0.9429	-0.7547
1.0910	-0.9689	1.5874
-0.5646	-3.4024	4.3258
-0.5387	0.2589	2.0970
-0.4505	2.0285	-4.1134
0.1675	-1.8904	1.6573
0.6169	1.9289	-3.1132
0.3192	2.1870	-2.7918
-0.6641	-0.0641	-0.8257
-0.5469	2.4057	-2.7569
0.2235	-4.1247	1.6703
-0.6467	-0.7809	-2.2825
0.8814	0.3799	-1.4891
0.8237	0.6553	-2.0749
-0.2850	0.3540	-1.9830
0.7647	0.1544	-0.5801
-1.0707	-0.7453	3.4260
0.7154	1.6495	-3.7736
1.6398	-0.8718	-5.6711
1.2405	-2.6132	-1.1999
0.2836	2.2006	-3.6808
1.0014	0.4414	-5.2846
-1.2752	0.1004	4.5937
-1.4588	-0.7642	1.6818
0.7518	-2.3086	0.9225
-0.5522	-0.6260	1.3166
1.9177	1.0950	-2.9098
1.4974	2.2717	-1.6559
-0.7023	1.0229	2.7253
-0.1116	0.2732	-2.4855
0.4669	-0.4499	-2.5797
0.3958	-3.0181	1.9327
-0.4935	-0.3747	4.6344
0.5913	1.6317	1.2920
-0.8185	-3.7028	5.4694
0.8361	3.2535	-2.2691
0.5415	-1.3667	2.6463
-0.4509	1.3289	-1.2549
0.7739	-2.2089	-1.2263
0.2150	-2.7797	1.9605
-0.1637	-1.1095	-2.6037
-0.8775	-0.8985	1.1150
-1.7226	0.8263	1.4060
-0.2978	0.9788	-2.1521
-0.6078	0.6851	1.4465
-1.1650	-0.4656	0.3401
0.1487	-0.5398	-3.3908
-1.0622	0.7272	-0.2478
0.1922	0.4832	-1.3308
0.1079	-3.6846	1.2910
0.3141	-1.0516	1.0399
-0.8150	-1.4273	-1.0252
-0.7152	-2.4567	3.2242
-0.6325	-0.3451	1.3740
0.0710	-0.9154	1.0856
0.4938	0.2255	-1.5967
-1.0549	0.3084	1.1880
1.0308	1.6365	-1.7080
-0.0811	-1.9413	4.2238
1.8943	-0.5163	-2.1074
1.2982	2.2106	-2.8454
0.6853	-1.7521	0.5694
0.9868	3.0256	-6.3787
-0.2478	0.7401	-1.1251
-0.2467	-0.2407	3.2768
-0.5183	-3.0655	3.0077
0.2530	-1.3720	-2.2107
0.5794	-1.8065	3.1796
0.6162	-1.3585	2.3748
-0.5111	0.6423	1.1155
-0.7469	2.6513	-2.0013
-0.2207	-1.9255	1.6286
0.5455	-0.6783	-1.6092
0.6988	-0.4853	2.3551
0.4803	-0.3657	0.6331
2.0743	-1.3677	-4.7342
0.3783	-1.0920	1.4240
-0.0932	-0.0217	0.3739
0.2728	0.7739	1.0233
-0.9578	-0.0145	1.1852
-2.4568	-0.5410	2.9504
0.0230	-2.5967	3.8437
0.4373	0.9590	-2.0637
0.2506	-1.4241	-0.4418
0.0413	-0.6673	2.1263
0.1768	-0.1341	-0.9899
0.8697	0.7261	-1.1168
0.1950	-1.3376	-0.4102
-0.4583	0.1420	1.1097
0.0155	-1.1614	2.8213
0.5059	-1.5232	0.1309
1.7822	-0.9151	-1.5728
0.3096	1.5285	0.1236
0.5556	-2.6425	1.4175
1.8673	-0.5856	-3.3362
-0.3276	-0.6244	0.4465
1.5438	1.6947	-1.0373
-0.1274	-0.2081	2.2012
-0.5049	-0.1579	2.8369
0.1906	1.7033	-0.5680
-0.2628	1.5870	-0.9232
-0.3910	0.9559	-0.9153
-0.6484	1.8158	-2.1426
0.1473	-3.5035	5.0981
0.4438	0.3112	-3.5197
0.6517	-0.4179	-0.2370
1.0049	-0.0248	-0.2713
-1.1612	-0.8286	0.9597
0.2419	-2.0804	2.5810
-2.3153	2.7316	0.9517
-0.5788	-1.0377	1.8383
-0.1556	0.7674	-1.1798
-1.3739	1.7094	1.6150
0.9814	0.0228	-3.6819
0.8729	0.6398	-2.6539
0.2840	-2.3410	2.3134
0.8667	0.4650	-4.8674
-0.9838	-1.5919	2.5063
-1.4401	-3.8133	4.8801
-0.5777	-1.5795	2.3883
1.9790	-1.4779	-2.2336
0.9375	2.0041	-1.4884
0.0656	2.4027	2.8385
0.7733	3.0587	-3.9030
0.1741	0.9626	5.9147
1.1150	0.7841	-1.7055
0.9798	4.8975	-7.3795
-0.6698	3.3083	-3.2202
0.2300	-2.1966	-0.1216
-2.6676	0.7031	5.5294
-1.2745	0.7297	-1.4866
1.1822	3.7891	-2.1930
-0.1746	-2.8679	1.6286
1.1952	-1.0631	-1.6999
0.6704	1.4330	-2.1902
1.5429	1.3379	-1.2086
-0.0351	-0.8557	0.5519
0.6895	-2.6485	0.7767
0.7803	-1.2256	0.3235
0.3055	1.3072	-3.9902
-0.1756	-0.7634	1.0970
-0.7536	-2.0827	1.4243
-1.1052	2.0448	2.2416
-1.4000	0.9058	3.5352
-0.8692	-1.7300	1.1478
-1.2025	0.6942	-0.7769
-0.0365	2.3204	-1.5813
-1.8495	-2.8573	1.8544
-1.0105	-0.3134	0.9502
-0.6439	-2.4703	0.1816
0.9972	-2.6184	-0.3202
-0.5734	0.2049	0.0031
0.1244	-1.7542	0.8802
0.4374	-0.1089	-2.3017
-0.4450	2.5659	-1.6431
-0.7072	-0.0062	0.2109
0.5190	0.9093	-1.7209
1.0734	0.5563	-1.6107
-0.2107	-0.8682	0.5814
0.4868	-0.3298	-1.6871
-0.4298	-2.1308	2.3678
-0.0694	1.3934	-2.6284
-2.6336	-0.8871	5.4283
1.2523	-0.2803	0.4606
0.1284	2.7203	-1.5365
-1.8639	-0.2804	0.0393
-0.1486	2.9866	-1.9920
-0.1094	-3.4008	0.5404
0.6211	-3.2399	0.4168
-0.4276	0.5230	0.0031
-0.9022	-0.5562	0.4336
0.7592	1.1529	-0.1710
-0.8159	0.3365	1.8838
-0.9976	1.9248	-0.8289
-0.8504	3.3659	-1.5923
-0.6081	-1.2964	-1.1133
0.6894	-3.8735	3.7577
0.0044	-0.0889	0.3707
0.2268	-2.3111	0.8408
-0.1891	-1.0543	-0.6226
0.0845	-1.4012	-0.6607
0.4259	-2.0616	-0.5494
1.3966	-1.4942	-3.4130
0.4081	0.1873	0.3694
1.0640	2.3934	-5.1100
-0.8545	1.4081	0.6680
-0.0320	0.8642	1.4850
0.8599	-0.8230	-0.5073
1.2790	0.4386	-2.5647
0.5557	-0.8829	-2.6852
0.2331	-0.2212	1.1722
-0.4563	-1.5572	4.0192
-0.3626	0.4691	1.5748
-0.5601	-0.2652	2.0080
0.8532	-1.2277	0.5873
0.4932	-0.9124	-2.1526
-0.2782	0.9147	-0.9315
2.2660	2.2636	-5.7953
-1.0375	-0.0867	1.2309
0.0116	1.7813	-1.7751
0.4562	-2.8420	2.1352
-1.3965	0.7735	-1.7720
2.0985	1.0871	-4.1825
0.0824	0.4299	-1.2516
-1.0092	2.4983	-1.6641
1.3047	2.2322	-5.2020
0.6167	-0.1650	-1.2714
-0.5355	-0.9141	1.1169
0.3670	1.0032	-3.0471
-0.7900	-0.0528	1.9038
-1.8485	-0.8856	2.6529
0.5623	-3.5773	4.5523
-0.3771	1.0861	2.2947
1.1178	-0.7161	0.5287
0.1910	-2.5372	0.3618
0.3544	-2.1499	0.8273
-1.0067	-0.2087	4.6531
1.2778	-4.0693	1.8174
2.1474	-1.6038	0.6734
0.8705	0.5140	-1.7869
2.4142	1.1991	-5.9608
1.2389	-1.1693	-2.5197
-1.8546	0.2106	3.1319
-0.8854	0.1236	-0.7367
0.8929	0.1395	-1.6198
-0.7508	-0.2234	-0.6322
-0.0002	0.6225	0.3548
-1.3097	0.5854	2.9335
0.0325	1.1051	-1.1795
1.2889	-0.6834	-0.4149
-0.7575	0.2540	-0.8255
1.2961	0.5673	-3.1792
2.0716	0.8915	-3.4760
-0.7617	-1.6051	2.9135
-0.8960	-0.7453	1.4793
0.5429	1.0775	-4.2415
0.7043	-1.0076	2.4761
-0.3767	-1.1713	2.4143
-0.2667	-2.4308	3.2064
-1.6363	0.5189	1.0895
-0.3399	-3.7093	3.2907
0.0196	-0.9340	-0.0856
-0.7335	-2.7772	3.8713
-0.4590	-2.6285	2.7894
-0.0492	0.3481	-1.2482
1.3318	0.7238	-1.4188
0.2145	0.4124	-1.3504
2.0645	-1.0724	-1.5921
-0.6721	-0.9178	3.1087
0.5456	2.0196	-2.4957
0.5227	-1.2729	1.8078
-0.3891	-1.9340	1.8406
-0.9420	-3.0726	2.4798
-2.1882	0.1092	1.6957
0.2972	-1.1200	3.2561
-0.3789	2.6302	0.7057
0.4286	-2.2846	3.8287
-2.0772	0.1328	1.7194
0.9892	2.0309	-3.6449
0.0070	-2.9022	1.1377
1.4908	-2.1473	-2.7900
0.2737	0.6679	-1.2748
-0.8114	1.6084	-2.3816
0.3064	1.2581	-0.1413
0.2756	-4.3317	3.3299
1.9740	-3.6888	-0.2313
1.7097	-0.9592	-0.0399
0.6661	-0.6771	1.1470
0.0479	0.2881	1.8357
1.1871	1.4205	-2.3936
0.0801	-1.4284	-0.8818
1.8179	1.3108	-2.8368
0.7342	1.2448	-1.4105
-1.1004	-0.8228	1.4999
-0.6732	0.2717	3.7674
-0.1942	-0.6086	-1.2368
0.4372	-4.3730	3.3812
0.0910	1.4168	0.4345
0.1469	-2.4516	2.4109
0.3307	0.8454	0.8855
-0.2353	4.5001	-0.1819
-2.0366	-0.4386	4.0323
-0.7039	-2.6787	2.5227
1.7392	-2.8947	-2.8208
0.9721	1.8310	-6.1813
0.1271	-1.3028	-0.1038
1.6030	4.3398	-6.2278
-0.2170	-0.0743	1.1493
-0.2027	0.3025	-0.2173
1.1804	1.5617	-5.5390
-0.6188	-0.2099	2.5412
-0.9972	1.4982	0.5328
-0.6462	2.8395	0.5079
-0.1213	1.5612	-1.8062
-0.7791	-0.5228	2.0555
0.0876	-0.5901	-1.3081
0.3937	1.8899	-3.1028
2.3646	0.7403	-5.5173
0.1992	1.4604	-3.4213
-0.8743	1.8549	-2.1294
0.9433	-2.3873	2.8670
0.6889	-0.1076	-0.7907
-0.5686	-1.6047	3.0658
1.2103	-2.0370	-3.1381
0.3702	-0.1917	0.7730
0.8753	2.5134	-2.8666
-1.2284	-1.4720	4.7505
-1.2080	5.4442	-3.3891
1.2385	0.6956	-1.6249
-0.6339	1.9172	-0.6977
0.4940	2.0313	-0.9569
0.5507	-2.9352	2.3622
-1.2344	2.2320	-0.3269
0.3940	-0.5095	-1.3472
-0.2165	0.7620	-1.8072
-0.4519	-0.7435	4.0167
-0.2831	-2.1187	2.7310
-1.5735	-2.9911	5.8275
0.3633	0.6216	-1.0455
0.0882	0.4901	-0.0306
0.4161	0.3398	-0.6149
1.5518	-0.3676	-0.0961
0.5984	1.1960	-0.9847
0.1869	-1.0560	-1.4569
0.2263	-1.6788	2.6386
-1.1469	0.7425	-0.1019
1.6637	0.8959	-2.8419
-0.1515	1.3152	-0.9111
-1.4014	4.1367	0.3908
-0.0044	0.4976	1.7605
-1.2940	1.8854	0.7262
-0.3246	1.0976	0.4036
0.0625	-1.0852	0.5678
-0.7272	4.8726	-2.7230
0.4228	0.0614	0.4666
0.0607	-3.0197	2.9111
-0.4947	-1.0641	1.9963
-1.4132	1.3150	1.0277
-0.0992	-0.0679	-0.7884
1.1419	1.0097	-5.4861
1.0228	0.3323	-2.3881
-0.2902	1.1148	-1.1814
-0.0430	0.3129	-0.8216
-1.1122	1.7525	3.1786
1.2206	1.4444	-1.9224
-1.1267	0.5041	3.3534
-0.0701	-1.9973	2.5239
0.4053	-0.9926	1.2551
-0.0375	-0.0384	-0.6804
0.0823	0.4185	-3.8865
-0.5544	-4.0449	4.6323
-1.4217	0.8489	2.0305
1.3316	2.9226	-5.5131
-2.1504	-4.5697	5.0449
-0.0574	2.1042	-1.5029
0.5682	1.2154	-4.3737
-1.3171	0.2025	0.9887
0.0851	-2.7432	3.0755
0.4372	-1.0720	1.3697
0.5203	1.3457	-3.2778
0.5634	-3.1488	3.9998
-0.2095	2.9142	-1.3116
-0.9101	0.2031	0.5608
0.6400	2.4870	-1.5830
-1.7463	-0.3120	1.3487
-2.2135	0.0323	4.5797
0.6014	2.2321	-5.5287
-1.6896	-0.3941	3.5481
-0.9000	0.3726	0.8896
1.6125	-2.1033	-0.2021
1.2224	1.2172	-0.7842
0.4437	2.7468	-4.2819
0.4386	1.9135	-2.2470
-0.5949	3.5965	-4.7408
-0.5280	1.7752	-0.7169
0.2093	0.3187	-0.9048
-0.8402	2.1019	0.5080
0.0979	-1.4626	0.4036
0.6453	-0.1291	-0.8761
-1.9177	-0.9365	6.0281
0.6057	-2.0078	1.4632
0.3993	2.8601	-2.9472
-0.0491	0.8524	1.9755
-0.1295	0.8009	2.4826
-1.1988	2.1601	-0.4097
